187,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-08-06 00:03:00,1
2019-08-06 06:39:00,1
2019-08-06 08:29:00,1
2019-08-06 11:31:00,1
2019-08-06 11:34:00,1
2019-08-06 11:37:00,1
2019-08-06 11:41:00,1
2019-08-06 11:43:00,1
2019-08-06 11:47:00,1
2019-08-06 11:50:00,1
2019-08-06 11:52:00,1
2019-08-06 11:56:00,1
2019-08-06 11:59:00,1
2019-08-06 12:01:00,1
2019-08-06 12:05:00,1
2019-08-06 12:07:00,1
2019-08-06 12:10:00,1
2019-08-06 12:13:00,1
2019-08-06 12:15:00,1
2019-08-06 12:18:00,1
2019-08-06 12:21:00,1
2019-08-06 12:23:00,1
2019-08-06 12:27:00,1
2019-08-06 12:29:00,1
2019-08-06 12:32:00,1
2019-08-06 12:36:00,1
2019-08-06 12:38:00,1
2019-08-06 12:42:00,1
2019-08-06 12:45:00,1
2019-08-06 12:48:00,1
2019-08-06 12:50:00,1
2019-08-06 12:53:00,1
2019-08-06 12:57:00,1
2019-08-06 13:00:00,1
2019-08-06 13:02:00,1
2019-08-06 13:05:00,1
2019-08-06 13:08:00,1
2019-08-06 13:11:00,1
2019-08-06 13:15:00,1
2019-08-06 13:19:00,1
2019-08-06 13:21:00,1
2019-08-06 13:25:00,1
2019-08-06 13:28:00,1
2019-08-06 13:32:00,1
2019-08-06 13:35:00,1
2019-08-06 13:38:00,1
2019-08-06 13:42:00,1
2019-08-06 13:45:00,1
2019-08-06 13:49:00,1
2019-08-06 13:52:00,1
2019-08-06 13:56:00,1
2019-08-06 13:59:00,1
2019-08-06 14:03:00,1
2019-08-06 14:07:00,1
2019-08-06 14:10:00,1
2019-08-06 14:14:00,1
2019-08-06 14:17:00,1
2019-08-06 14:20:00,1
2019-08-06 14:23:00,1
2019-08-06 14:26:00,1
2019-08-06 14:29:00,1
2019-08-06 14:31:00,1
2019-08-06 14:34:00,1
2019-08-06 14:37:00,1
2019-08-06 14:40:00,1
2019-08-06 14:43:00,1
2019-08-06 14:46:00,1
2019-08-06 14:49:00,1
2019-08-06 14:52:00,1
2019-08-06 14:55:00,1
2019-08-06 14:58:00,1
2019-08-06 15:01:00,1
2019-08-06 15:04:00,1
2019-08-06 15:06:00,1
2019-08-06 15:10:00,1
2019-08-06 15:13:00,1
2019-08-06 15:15:00,1
2019-08-06 15:19:00,1
2019-08-06 15:22:00,1
2019-08-06 15:24:00,1
2019-08-06 15:27:00,1
2019-08-06 15:30:00,1
2019-08-06 15:33:00,1
2019-08-06 15:36:00,1
2019-08-06 15:38:00,1
2019-08-06 15:41:00,1
2019-08-06 15:44:00,1
2019-08-06 15:48:00,1
2019-08-06 15:51:00,1
2019-08-06 15:54:00,1
2019-08-06 15:57:00,1
2019-08-06 16:00:00,1
2019-08-06 16:04:00,1
2019-08-06 16:10:00,1
2019-08-06 16:13:00,1
2019-08-06 16:16:00,1
2019-08-06 16:19:00,1
2019-08-06 16:22:00,1
2019-08-06 16:25:00,1
2019-08-06 16:30:00,1
2019-08-06 16:33:00,1
2019-08-06 16:36:00,1
2019-08-06 16:40:00,1
2019-08-06 16:42:00,1
2019-08-06 16:45:00,1
2019-08-06 16:49:00,1
2019-08-06 16:53:00,1
2019-08-06 16:56:00,1
2019-08-06 16:59:00,1
2019-08-06 17:02:00,1
2019-08-06 17:06:00,1
2019-08-06 17:08:00,1
2019-08-06 17:11:00,1
2019-08-06 17:14:00,1
2019-08-06 17:18:00,1
2019-08-06 17:20:00,1
2019-08-06 17:24:00,1
2019-08-06 17:27:00,1
2019-08-06 17:31:00,1
2019-08-06 17:34:00,1
2019-08-06 17:37:00,1
2019-08-06 17:41:00,1
2019-08-06 17:45:00,1
2019-08-06 17:48:00,1
2019-08-06 17:52:00,1
2019-08-06 17:55:00,1
2019-08-06 17:58:00,1
2019-08-06 18:02:00,1
2019-08-06 18:06:00,1
2019-08-06 18:10:00,1
2019-08-06 18:14:00,1
2019-08-06 18:18:00,1
2019-08-06 18:22:00,1
2019-08-06 18:25:00,1
2019-08-06 18:29:00,1
2019-08-06 18:33:00,1
2019-08-06 18:37:00,1
2019-08-06 18:41:00,1
2019-08-06 18:44:00,1
2019-08-06 18:49:00,1
2019-08-06 18:52:00,1
2019-08-06 18:55:00,1
2019-08-06 18:59:00,1
2019-08-06 19:03:00,1
2019-08-06 19:06:00,1
2019-08-06 19:10:00,1
2019-08-06 19:14:00,1
2019-08-06 19:17:00,1
2019-08-06 19:20:00,1
2019-08-06 19:24:00,1
2019-08-06 19:28:00,1
2019-08-06 19:31:00,1
2019-08-06 19:34:00,1
2019-08-06 19:38:00,1
2019-08-06 19:41:00,1
2019-08-06 19:45:00,1
2019-08-06 19:48:00,1
2019-08-06 19:52:00,1
2019-08-06 19:55:00,1
2019-08-06 19:59:00,1
2019-08-06 20:02:00,1
2019-08-06 20:05:00,1
2019-08-06 20:09:00,1
2019-08-06 20:13:00,1
2019-08-06 20:17:00,1
2019-08-06 20:20:00,1
2019-08-06 20:24:00,1
2019-08-06 20:27:00,1
2019-08-06 20:31:00,1
2019-08-06 20:35:00,1
2019-08-06 20:39:00,1
2019-08-06 20:42:00,1
2019-08-06 20:46:00,1
2019-08-06 20:50:00,1
2019-08-06 20:53:00,1
2019-08-06 20:54:00,1
2019-08-06 20:58:00,1
2019-08-06 21:01:00,1
2019-08-06 21:04:00,1
2019-08-06 21:08:00,1
2019-08-06 21:11:00,1
2019-08-06 21:14:00,1
2019-08-06 21:17:00,1
2019-08-06 21:21:00,1
2019-08-06 21:24:00,1
2019-08-06 21:27:00,1
2019-08-06 21:30:00,1
