45,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-06 00:00:00,2
2019-08-06 00:09:00,1
2019-08-06 01:37:00,1
2019-08-06 01:44:00,1
2019-08-06 03:29:00,6
2019-08-06 03:30:00,4
2019-08-06 07:12:00,1
2019-08-06 12:55:00,1
2019-08-06 13:21:00,6
2019-08-06 13:22:00,4
2019-08-06 15:40:00,3
2019-08-06 16:22:00,3
2019-08-06 16:23:00,7
2019-08-06 17:15:00,1
2019-08-06 18:52:00,1
2019-08-06 18:55:00,1
2019-08-06 19:14:00,1
2019-08-06 20:35:00,1
