210,select * from dbo.fDocColumns(&&&)
2019-04-16 00:19:00,3
2019-04-16 00:35:00,1
2019-04-16 00:38:00,1
2019-04-16 00:40:00,1
2019-04-16 00:42:00,2
2019-04-16 00:43:00,1
2019-04-16 00:46:00,1
2019-04-16 00:47:00,1
2019-04-16 00:49:00,2
2019-04-16 00:50:00,1
2019-04-16 00:52:00,1
2019-04-16 00:55:00,1
2019-04-16 01:04:00,2
2019-04-16 01:10:00,1
2019-04-16 01:11:00,1
2019-04-16 01:15:00,2
2019-04-16 01:16:00,1
2019-04-16 01:37:00,1
2019-04-16 01:44:00,1
2019-04-16 02:11:00,1
2019-04-16 02:18:00,1
2019-04-16 02:20:00,2
2019-04-16 02:23:00,1
2019-04-16 02:24:00,2
2019-04-16 02:26:00,2
2019-04-16 02:41:00,1
2019-04-16 02:44:00,1
2019-04-16 02:53:00,2
2019-04-16 02:57:00,1
2019-04-16 03:07:00,2
2019-04-16 03:27:00,2
2019-04-16 04:48:00,1
2019-04-16 05:07:00,2
2019-04-16 05:36:00,2
2019-04-16 05:39:00,2
2019-04-16 05:43:00,2
2019-04-16 05:45:00,2
2019-04-16 05:46:00,2
2019-04-16 05:47:00,3
2019-04-16 05:48:00,3
2019-04-16 05:49:00,3
2019-04-16 05:50:00,3
2019-04-16 05:51:00,2
2019-04-16 05:52:00,3
2019-04-16 05:53:00,3
2019-04-16 05:54:00,2
2019-04-16 05:55:00,3
2019-04-16 05:56:00,3
2019-04-16 05:57:00,3
2019-04-16 05:58:00,4
2019-04-16 05:59:00,3
2019-04-16 06:00:00,3
2019-04-16 06:01:00,3
2019-04-16 06:02:00,6
2019-04-16 06:03:00,4
2019-04-16 06:04:00,2
2019-04-16 06:05:00,3
2019-04-16 06:06:00,3
2019-04-16 06:11:00,1
2019-04-16 06:39:00,1
2019-04-16 06:40:00,1
2019-04-16 06:41:00,2
2019-04-16 08:51:00,2
2019-04-16 09:33:00,1
2019-04-16 10:02:00,2
2019-04-16 10:11:00,1
2019-04-16 10:22:00,2
2019-04-16 11:50:00,2
2019-04-16 12:11:00,2
2019-04-16 13:17:00,1
2019-04-16 13:42:00,2
2019-04-16 14:15:00,2
2019-04-16 14:16:00,2
2019-04-16 14:30:00,1
2019-04-16 15:23:00,1
2019-04-16 15:51:00,11
2019-04-16 15:54:00,1
2019-04-16 16:18:00,4
2019-04-16 16:19:00,1
2019-04-16 16:21:00,1
2019-04-16 16:25:00,2
2019-04-16 16:30:00,2
2019-04-16 16:44:00,1
2019-04-16 16:46:00,1
2019-04-16 16:54:00,1
2019-04-16 17:40:00,1
2019-04-16 17:44:00,2
2019-04-16 18:16:00,2
2019-04-16 18:17:00,2
2019-04-16 18:49:00,1
2019-04-16 18:54:00,1
2019-04-16 18:55:00,1
2019-04-16 18:56:00,1
2019-04-16 18:58:00,1
2019-04-16 19:14:00,1
2019-04-16 19:26:00,1
2019-04-16 19:31:00,2
2019-04-16 20:26:00,1
2019-04-16 20:35:00,1
2019-04-16 21:07:00,1
2019-04-16 21:14:00,2
2019-04-16 21:15:00,1
2019-04-16 21:17:00,3
2019-04-16 21:18:00,1
2019-04-16 21:42:00,1
2019-04-16 21:54:00,1
2019-04-16 22:24:00,1
2019-04-16 22:52:00,4
2019-04-16 22:53:00,2
2019-04-16 22:56:00,1
2019-04-16 23:25:00,1
2019-04-16 23:42:00,2
2019-04-16 23:58:00,2
