79,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-16 09:39:00,1
2019-04-16 09:40:00,1
2019-04-16 09:41:00,1
2019-04-16 11:04:00,10
2019-04-16 11:08:00,1
2019-04-16 11:51:00,2
2019-04-16 12:01:00,1
2019-04-16 12:14:00,1
2019-04-16 12:21:00,1
2019-04-16 12:31:00,9
2019-04-16 12:32:00,1
2019-04-16 12:37:00,9
2019-04-16 12:38:00,1
2019-04-16 12:40:00,1
2019-04-16 12:50:00,1
2019-04-16 13:23:00,2
2019-04-16 13:24:00,2
2019-04-16 13:40:00,10
2019-04-16 13:58:00,10
2019-04-16 14:07:00,1
2019-04-16 14:31:00,1
2019-04-16 14:36:00,10
2019-04-16 14:54:00,1
2019-04-16 15:20:00,1
