17,"SELECT TOP # dbo.fIAUFromEq(p.ra,p.dec),p.ra,p.dec,p.modelmag_g,p.modelmag_r,p.modelmag_i FROM Star as p WHERE p.modelmag_r># and p.modelmag_r<# and p.ra<# and p.ra># and p.dec># and p.dec<# order by p.modelmag_r"
2019-04-16 15:57:00,2
2019-04-16 15:58:00,1
2019-04-16 16:00:00,1
2019-04-16 16:01:00,2
2019-04-16 16:02:00,3
2019-04-16 16:03:00,3
2019-04-16 16:04:00,5
