1339,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-16 09:37:00,7
2019-04-16 09:39:00,1
2019-04-16 09:40:00,1
2019-04-16 09:41:00,1
2019-04-16 09:42:00,10
2019-04-16 09:44:00,1
2019-04-16 09:48:00,2
2019-04-16 09:51:00,1
2019-04-16 09:53:00,10
2019-04-16 09:56:00,4
2019-04-16 09:58:00,6
2019-04-16 09:59:00,4
2019-04-16 10:01:00,4
2019-04-16 10:02:00,5
2019-04-16 10:04:00,6
2019-04-16 10:05:00,8
2019-04-16 10:07:00,4
2019-04-16 10:08:00,6
2019-04-16 10:10:00,4
2019-04-16 10:11:00,6
2019-04-16 10:13:00,6
2019-04-16 10:16:00,6
2019-04-16 10:18:00,6
2019-04-16 10:19:00,6
2019-04-16 10:22:00,10
2019-04-16 10:24:00,4
2019-04-16 10:26:00,10
2019-04-16 10:29:00,8
2019-04-16 10:30:00,2
2019-04-16 10:31:00,1
2019-04-16 10:32:00,4
2019-04-16 10:34:00,1
2019-04-16 10:35:00,9
2019-04-16 10:38:00,9
2019-04-16 10:40:00,10
2019-04-16 10:43:00,10
2019-04-16 10:47:00,10
2019-04-16 10:50:00,3
2019-04-16 10:51:00,7
2019-04-16 10:54:00,9
2019-04-16 10:58:00,8
2019-04-16 11:05:00,10
2019-04-16 11:08:00,1
2019-04-16 11:18:00,10
2019-04-16 11:44:00,10
2019-04-16 11:48:00,7
2019-04-16 11:52:00,2
2019-04-16 11:53:00,7
2019-04-16 11:55:00,8
2019-04-16 11:56:00,2
2019-04-16 11:59:00,10
2019-04-16 12:01:00,1
2019-04-16 12:03:00,8
2019-04-16 12:05:00,10
2019-04-16 12:07:00,8
2019-04-16 12:10:00,8
2019-04-16 12:11:00,2
2019-04-16 12:13:00,3
2019-04-16 12:14:00,1
2019-04-16 12:15:00,7
2019-04-16 12:16:00,3
2019-04-16 12:17:00,3
2019-04-16 12:18:00,2
2019-04-16 12:19:00,9
2019-04-16 12:21:00,1
2019-04-16 12:23:00,10
2019-04-16 12:26:00,4
2019-04-16 12:32:00,10
2019-04-16 12:38:00,10
2019-04-16 12:40:00,1
2019-04-16 12:42:00,10
2019-04-16 12:44:00,10
2019-04-16 12:46:00,8
2019-04-16 12:47:00,2
2019-04-16 12:48:00,8
2019-04-16 12:49:00,2
2019-04-16 12:50:00,1
2019-04-16 12:51:00,5
2019-04-16 12:53:00,10
2019-04-16 12:55:00,3
2019-04-16 12:56:00,6
2019-04-16 12:59:00,9
2019-04-16 13:00:00,1
2019-04-16 13:24:00,4
2019-04-16 13:26:00,10
2019-04-16 13:28:00,10
2019-04-16 13:30:00,10
2019-04-16 13:33:00,10
2019-04-16 13:41:00,2
2019-04-16 13:42:00,8
2019-04-16 13:44:00,1
2019-04-16 13:45:00,1
2019-04-16 13:46:00,9
2019-04-16 13:49:00,2
2019-04-16 13:50:00,8
2019-04-16 13:59:00,4
2019-04-16 14:00:00,6
2019-04-16 14:08:00,10
2019-04-16 14:11:00,10
2019-04-16 14:13:00,1
2019-04-16 14:14:00,9
2019-04-16 14:15:00,1
2019-04-16 14:18:00,8
2019-04-16 14:22:00,6
2019-04-16 14:26:00,9
2019-04-16 14:31:00,10
2019-04-16 14:37:00,10
2019-04-16 14:41:00,10
2019-04-16 14:44:00,10
2019-04-16 14:46:00,10
2019-04-16 14:49:00,10
2019-04-16 14:52:00,10
2019-04-16 14:54:00,1
2019-04-16 14:56:00,10
2019-04-16 15:00:00,10
2019-04-16 15:02:00,2
2019-04-16 15:04:00,4
2019-04-16 15:05:00,6
2019-04-16 15:08:00,10
2019-04-16 15:11:00,10
2019-04-16 15:14:00,10
2019-04-16 15:17:00,10
2019-04-16 15:19:00,4
2019-04-16 15:21:00,1
2019-04-16 15:22:00,5
2019-04-16 15:23:00,5
2019-04-16 15:25:00,5
2019-04-16 15:28:00,9
2019-04-16 15:32:00,11
2019-04-16 15:35:00,10
2019-04-16 15:39:00,10
2019-04-16 15:41:00,10
2019-04-16 15:43:00,10
2019-04-16 15:45:00,2
2019-04-16 15:46:00,2
2019-04-16 15:48:00,10
2019-04-16 15:51:00,10
2019-04-16 15:53:00,10
2019-04-16 15:56:00,10
2019-04-16 15:57:00,10
2019-04-16 16:00:00,10
2019-04-16 16:03:00,10
2019-04-16 16:10:00,10
2019-04-16 16:12:00,10
2019-04-16 16:14:00,10
2019-04-16 16:16:00,10
2019-04-16 16:19:00,10
2019-04-16 16:22:00,10
2019-04-16 16:24:00,10
2019-04-16 16:27:00,8
2019-04-16 16:28:00,2
2019-04-16 16:29:00,8
2019-04-16 16:32:00,10
2019-04-16 16:34:00,10
2019-04-16 16:37:00,10
2019-04-16 16:40:00,10
2019-04-16 16:42:00,1
2019-04-16 16:43:00,10
2019-04-16 16:46:00,10
2019-04-16 16:49:00,10
2019-04-16 16:52:00,2
2019-04-16 16:53:00,8
2019-04-16 16:55:00,5
2019-04-16 16:56:00,5
2019-04-16 16:58:00,10
2019-04-16 17:01:00,10
2019-04-16 17:04:00,10
2019-04-16 17:07:00,10
2019-04-16 17:09:00,10
2019-04-16 17:11:00,3
2019-04-16 17:12:00,7
2019-04-16 17:13:00,1
2019-04-16 17:14:00,7
2019-04-16 17:15:00,2
2019-04-16 17:18:00,10
2019-04-16 17:20:00,4
2019-04-16 17:22:00,5
2019-04-16 17:23:00,5
2019-04-16 17:26:00,10
2019-04-16 17:29:00,5
2019-04-16 17:31:00,10
2019-04-16 17:34:00,10
2019-04-16 17:38:00,9
2019-04-16 17:54:00,3
2019-04-16 17:58:00,3
2019-04-16 18:02:00,3
2019-04-16 18:06:00,8
2019-04-16 18:08:00,10
2019-04-16 18:12:00,10
2019-04-16 18:15:00,1
2019-04-16 18:16:00,5
2019-04-16 18:17:00,9
2019-04-16 18:18:00,1
2019-04-16 18:19:00,10
2019-04-16 18:22:00,10
2019-04-16 18:25:00,10
2019-04-16 18:28:00,10
2019-04-16 18:30:00,8
2019-04-16 18:31:00,2
2019-04-16 18:34:00,10
