79,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-04-16 09:39:00,1
2019-04-16 09:40:00,1
2019-04-16 09:41:00,1
2019-04-16 11:03:00,10
2019-04-16 11:08:00,1
2019-04-16 11:51:00,2
2019-04-16 12:01:00,1
2019-04-16 12:14:00,1
2019-04-16 12:21:00,1
2019-04-16 12:31:00,10
2019-04-16 12:37:00,10
2019-04-16 12:40:00,1
2019-04-16 12:50:00,1
2019-04-16 13:23:00,4
2019-04-16 13:40:00,10
2019-04-16 13:57:00,7
2019-04-16 13:58:00,3
2019-04-16 14:06:00,1
2019-04-16 14:31:00,1
2019-04-16 14:35:00,10
2019-04-16 14:54:00,1
2019-04-16 15:20:00,1
