232,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-07 00:11:00,1
2019-01-07 00:46:00,1
2019-01-07 11:01:00,1
2019-01-07 11:03:00,1
2019-01-07 11:05:00,1
2019-01-07 11:06:00,1
2019-01-07 11:08:00,1
2019-01-07 11:09:00,1
2019-01-07 11:11:00,1
2019-01-07 11:13:00,1
2019-01-07 11:14:00,1
2019-01-07 11:16:00,1
2019-01-07 11:17:00,1
2019-01-07 11:19:00,1
2019-01-07 11:20:00,1
2019-01-07 11:22:00,1
2019-01-07 11:24:00,1
2019-01-07 11:25:00,1
2019-01-07 11:27:00,1
2019-01-07 11:29:00,1
2019-01-07 11:30:00,1
2019-01-07 11:32:00,1
2019-01-07 11:33:00,1
2019-01-07 11:35:00,1
2019-01-07 11:37:00,3
2019-01-07 11:38:00,4
2019-01-07 11:39:00,3
2019-01-07 11:40:00,1
2019-01-07 11:41:00,1
2019-01-07 11:43:00,1
2019-01-07 11:45:00,1
2019-01-07 11:46:00,1
2019-01-07 11:48:00,1
2019-01-07 11:49:00,1
2019-01-07 11:51:00,1
2019-01-07 11:53:00,1
2019-01-07 11:54:00,1
2019-01-07 11:56:00,1
2019-01-07 11:58:00,1
2019-01-07 11:59:00,1
2019-01-07 12:01:00,1
2019-01-07 12:02:00,1
2019-01-07 12:04:00,1
2019-01-07 12:06:00,1
2019-01-07 12:07:00,1
2019-01-07 12:09:00,1
2019-01-07 12:11:00,1
2019-01-07 12:12:00,1
2019-01-07 12:14:00,1
2019-01-07 12:15:00,1
2019-01-07 12:17:00,1
2019-01-07 12:19:00,1
2019-01-07 12:20:00,1
2019-01-07 12:22:00,1
2019-01-07 12:23:00,1
2019-01-07 12:25:00,1
2019-01-07 12:27:00,1
2019-01-07 12:28:00,1
2019-01-07 12:30:00,1
2019-01-07 12:32:00,1
2019-01-07 12:33:00,1
2019-01-07 12:35:00,1
2019-01-07 12:36:00,1
2019-01-07 12:38:00,1
2019-01-07 12:40:00,1
2019-01-07 12:41:00,1
2019-01-07 12:43:00,1
2019-01-07 12:44:00,1
2019-01-07 12:46:00,1
2019-01-07 12:48:00,1
2019-01-07 12:49:00,1
2019-01-07 12:51:00,1
2019-01-07 12:53:00,1
2019-01-07 12:54:00,1
2019-01-07 12:56:00,1
2019-01-07 12:57:00,1
2019-01-07 12:59:00,1
2019-01-07 13:00:00,1
2019-01-07 13:02:00,1
2019-01-07 13:03:00,1
2019-01-07 13:05:00,1
2019-01-07 13:07:00,1
2019-01-07 13:08:00,1
2019-01-07 13:10:00,1
2019-01-07 13:12:00,1
2019-01-07 13:13:00,1
2019-01-07 13:15:00,1
2019-01-07 13:17:00,1
2019-01-07 13:18:00,1
2019-01-07 13:20:00,1
2019-01-07 13:22:00,1
2019-01-07 13:23:00,1
2019-01-07 13:25:00,1
2019-01-07 13:27:00,1
2019-01-07 13:28:00,1
2019-01-07 13:30:00,1
2019-01-07 13:32:00,1
2019-01-07 13:33:00,1
2019-01-07 13:35:00,1
2019-01-07 13:36:00,1
2019-01-07 13:38:00,1
2019-01-07 13:40:00,1
2019-01-07 13:41:00,1
2019-01-07 13:43:00,1
2019-01-07 13:45:00,1
2019-01-07 13:46:00,1
2019-01-07 13:48:00,1
2019-01-07 13:49:00,1
2019-01-07 13:51:00,1
2019-01-07 13:53:00,1
2019-01-07 13:54:00,1
2019-01-07 13:56:00,1
2019-01-07 13:57:00,1
2019-01-07 13:59:00,1
2019-01-07 14:01:00,1
2019-01-07 14:02:00,1
2019-01-07 14:04:00,1
2019-01-07 14:05:00,1
2019-01-07 14:07:00,1
2019-01-07 14:09:00,1
2019-01-07 14:10:00,1
2019-01-07 14:12:00,1
2019-01-07 14:13:00,1
2019-01-07 14:15:00,1
2019-01-07 14:17:00,1
2019-01-07 14:18:00,1
2019-01-07 14:20:00,1
2019-01-07 14:21:00,1
2019-01-07 14:23:00,1
2019-01-07 14:25:00,1
2019-01-07 14:26:00,1
2019-01-07 14:28:00,1
2019-01-07 14:29:00,1
2019-01-07 14:31:00,1
2019-01-07 14:33:00,1
2019-01-07 14:34:00,1
2019-01-07 14:36:00,1
