352,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-07 21:17:00,1
2019-01-07 21:18:00,5
2019-01-07 21:19:00,1
2019-01-07 21:23:00,5
2019-01-07 21:30:00,1
2019-01-07 21:34:00,11
2019-01-07 21:35:00,31
2019-01-07 21:36:00,32
2019-01-07 21:37:00,31
2019-01-07 21:38:00,31
2019-01-07 21:39:00,29
2019-01-07 21:40:00,30
2019-01-07 21:41:00,45
2019-01-07 21:42:00,30
2019-01-07 21:43:00,1
2019-01-07 21:52:00,8
2019-01-07 21:53:00,28
2019-01-07 21:54:00,30
2019-01-07 21:55:00,2
