25,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-07-21 18:47:00,1
2019-07-21 18:55:00,4
2019-07-21 19:12:00,1
2019-07-21 19:28:00,2
2019-07-21 19:46:00,1
2019-07-21 19:48:00,1
2019-07-21 20:01:00,1
2019-07-21 20:23:00,1
2019-07-21 20:35:00,1
2019-07-21 20:39:00,1
2019-07-21 20:42:00,1
2019-07-21 20:45:00,1
2019-07-21 21:30:00,1
2019-07-21 21:33:00,1
2019-07-21 21:38:00,1
2019-07-21 21:39:00,1
2019-07-21 22:19:00,1
2019-07-21 22:36:00,1
2019-07-21 22:58:00,1
2019-07-21 23:33:00,1
2019-07-21 23:55:00,1
