198,select * from PhotozRF where objid=#
2019-07-21 00:00:00,1
2019-07-21 00:04:00,1
2019-07-21 00:06:00,1
2019-07-21 00:09:00,1
2019-07-21 00:40:00,1
2019-07-21 00:48:00,2
2019-07-21 00:59:00,1
2019-07-21 01:04:00,1
2019-07-21 01:06:00,1
2019-07-21 01:11:00,1
2019-07-21 01:16:00,1
2019-07-21 01:19:00,1
2019-07-21 01:31:00,1
2019-07-21 01:32:00,1
2019-07-21 01:34:00,1
2019-07-21 01:38:00,1
2019-07-21 01:41:00,1
2019-07-21 01:42:00,1
2019-07-21 01:47:00,1
2019-07-21 01:49:00,1
2019-07-21 01:52:00,1
2019-07-21 01:55:00,1
2019-07-21 01:58:00,1
2019-07-21 02:16:00,1
2019-07-21 02:23:00,1
2019-07-21 02:24:00,1
2019-07-21 02:25:00,1
2019-07-21 02:38:00,1
2019-07-21 02:41:00,1
2019-07-21 03:05:00,1
2019-07-21 03:10:00,1
2019-07-21 03:11:00,1
2019-07-21 03:12:00,1
2019-07-21 03:18:00,1
2019-07-21 03:28:00,1
2019-07-21 03:30:00,1
2019-07-21 03:32:00,1
2019-07-21 03:33:00,1
2019-07-21 03:37:00,1
2019-07-21 03:42:00,1
2019-07-21 03:51:00,1
2019-07-21 03:56:00,1
2019-07-21 03:59:00,2
2019-07-21 04:01:00,1
2019-07-21 04:02:00,1
2019-07-21 04:03:00,1
2019-07-21 04:17:00,2
2019-07-21 04:19:00,1
2019-07-21 04:27:00,1
2019-07-21 04:32:00,1
2019-07-21 04:34:00,1
2019-07-21 04:42:00,1
2019-07-21 04:47:00,1
2019-07-21 04:48:00,1
2019-07-21 04:53:00,1
2019-07-21 04:55:00,1
2019-07-21 05:07:00,1
2019-07-21 05:12:00,1
2019-07-21 05:33:00,1
2019-07-21 05:34:00,1
2019-07-21 05:35:00,1
2019-07-21 05:37:00,1
2019-07-21 05:41:00,1
2019-07-21 05:48:00,1
2019-07-21 06:01:00,1
2019-07-21 06:06:00,2
2019-07-21 06:07:00,1
2019-07-21 06:42:00,1
2019-07-21 06:45:00,1
2019-07-21 06:54:00,1
2019-07-21 06:55:00,1
2019-07-21 07:10:00,1
2019-07-21 07:18:00,1
2019-07-21 07:29:00,1
2019-07-21 07:35:00,1
2019-07-21 07:44:00,1
2019-07-21 07:46:00,1
2019-07-21 08:09:00,1
2019-07-21 08:20:00,1
2019-07-21 08:35:00,1
2019-07-21 08:58:00,1
2019-07-21 09:03:00,1
2019-07-21 09:04:00,1
2019-07-21 09:05:00,1
2019-07-21 09:12:00,1
2019-07-21 09:14:00,1
2019-07-21 09:21:00,1
2019-07-21 09:30:00,1
2019-07-21 09:47:00,1
2019-07-21 09:50:00,1
2019-07-21 09:57:00,1
2019-07-21 10:03:00,2
2019-07-21 10:05:00,1
2019-07-21 10:09:00,2
2019-07-21 10:15:00,1
2019-07-21 10:18:00,1
2019-07-21 10:22:00,2
2019-07-21 10:27:00,1
2019-07-21 10:30:00,1
2019-07-21 10:37:00,2
2019-07-21 10:48:00,1
2019-07-21 10:51:00,1
2019-07-21 10:55:00,3
2019-07-21 11:01:00,1
2019-07-21 11:12:00,1
2019-07-21 11:14:00,1
2019-07-21 11:17:00,1
2019-07-21 11:22:00,1
2019-07-21 11:30:00,1
2019-07-21 11:31:00,1
2019-07-21 11:44:00,1
2019-07-21 11:57:00,1
2019-07-21 12:04:00,1
2019-07-21 12:05:00,1
2019-07-21 12:06:00,1
2019-07-21 12:08:00,1
2019-07-21 12:10:00,1
2019-07-21 12:16:00,1
2019-07-21 12:18:00,1
2019-07-21 12:32:00,1
2019-07-21 16:56:00,1
2019-07-21 17:16:00,1
2019-07-21 17:36:00,1
2019-07-21 17:37:00,1
2019-07-21 17:42:00,1
2019-07-21 17:43:00,1
2019-07-21 17:53:00,1
2019-07-21 18:08:00,1
2019-07-21 18:22:00,1
2019-07-21 18:39:00,1
2019-07-21 18:43:00,1
2019-07-21 18:45:00,1
2019-07-21 18:46:00,1
2019-07-21 18:48:00,1
2019-07-21 18:53:00,1
2019-07-21 19:00:00,1
2019-07-21 19:01:00,1
2019-07-21 19:03:00,1
2019-07-21 19:06:00,1
2019-07-21 19:07:00,1
2019-07-21 19:11:00,2
2019-07-21 19:13:00,1
2019-07-21 19:32:00,1
2019-07-21 19:39:00,1
2019-07-21 19:50:00,1
2019-07-21 19:53:00,1
2019-07-21 19:58:00,1
2019-07-21 19:59:00,1
2019-07-21 20:11:00,1
2019-07-21 20:15:00,1
2019-07-21 20:19:00,1
2019-07-21 20:37:00,1
2019-07-21 20:49:00,1
2019-07-21 20:50:00,1
2019-07-21 20:56:00,1
2019-07-21 21:13:00,1
2019-07-21 21:14:00,1
2019-07-21 21:15:00,1
2019-07-21 21:16:00,1
2019-07-21 21:25:00,1
2019-07-21 21:27:00,1
2019-07-21 21:29:00,2
2019-07-21 21:31:00,1
2019-07-21 21:40:00,1
2019-07-21 21:46:00,1
2019-07-21 22:11:00,1
2019-07-21 22:15:00,1
2019-07-21 22:16:00,1
2019-07-21 22:17:00,2
2019-07-21 22:22:00,1
2019-07-21 22:24:00,1
2019-07-21 22:25:00,1
2019-07-21 22:34:00,1
2019-07-21 22:35:00,1
2019-07-21 22:37:00,1
2019-07-21 22:48:00,1
2019-07-21 23:02:00,1
2019-07-21 23:08:00,1
2019-07-21 23:10:00,1
2019-07-21 23:27:00,1
2019-07-21 23:33:00,1
2019-07-21 23:39:00,1
2019-07-21 23:46:00,1
2019-07-21 23:54:00,1
2019-07-21 23:56:00,1
