156,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-11-08 04:08:00,1
2019-11-08 04:57:00,1
2019-11-08 08:37:00,1
2019-11-08 11:24:00,1
2019-11-08 13:58:00,2
2019-11-08 14:01:00,1
2019-11-08 14:07:00,1
2019-11-08 14:08:00,1
2019-11-08 14:09:00,1
2019-11-08 14:10:00,2
2019-11-08 14:13:00,1
2019-11-08 14:14:00,1
2019-11-08 14:15:00,1
2019-11-08 14:18:00,1
2019-11-08 14:19:00,2
2019-11-08 14:20:00,1
2019-11-08 14:21:00,1
2019-11-08 14:22:00,1
2019-11-08 14:23:00,1
2019-11-08 14:24:00,1
2019-11-08 14:25:00,1
2019-11-08 14:29:00,3
2019-11-08 14:33:00,1
2019-11-08 14:36:00,3
2019-11-08 14:37:00,1
2019-11-08 14:38:00,3
2019-11-08 14:39:00,1
2019-11-08 14:43:00,1
2019-11-08 14:45:00,1
2019-11-08 14:46:00,2
2019-11-08 14:47:00,2
2019-11-08 14:48:00,2
2019-11-08 14:49:00,1
2019-11-08 14:50:00,2
2019-11-08 14:51:00,1
2019-11-08 14:52:00,2
2019-11-08 14:53:00,3
2019-11-08 14:54:00,1
2019-11-08 14:55:00,2
2019-11-08 14:56:00,1
2019-11-08 14:57:00,2
2019-11-08 14:58:00,3
2019-11-08 14:59:00,2
2019-11-08 15:00:00,3
2019-11-08 15:01:00,3
2019-11-08 15:02:00,2
2019-11-08 15:03:00,4
2019-11-08 15:04:00,3
2019-11-08 15:05:00,3
2019-11-08 15:06:00,2
2019-11-08 15:07:00,4
2019-11-08 15:08:00,3
2019-11-08 15:09:00,2
2019-11-08 15:10:00,2
2019-11-08 15:11:00,3
2019-11-08 15:12:00,2
2019-11-08 15:13:00,3
2019-11-08 15:14:00,2
2019-11-08 15:15:00,2
2019-11-08 15:16:00,3
2019-11-08 15:22:00,2
2019-11-08 15:23:00,2
2019-11-08 15:24:00,4
2019-11-08 15:25:00,2
2019-11-08 15:26:00,2
2019-11-08 15:27:00,2
2019-11-08 15:28:00,3
2019-11-08 15:29:00,1
2019-11-08 15:30:00,1
2019-11-08 15:33:00,1
2019-11-08 15:47:00,1
2019-11-08 17:05:00,1
2019-11-08 17:18:00,1
2019-11-08 17:24:00,1
2019-11-08 17:38:00,1
2019-11-08 17:50:00,1
2019-11-08 18:00:00,1
2019-11-08 18:12:00,1
2019-11-08 18:15:00,2
2019-11-08 18:17:00,1
2019-11-08 18:36:00,1
2019-11-08 18:44:00,1
2019-11-08 18:46:00,1
2019-11-08 18:49:00,1
2019-11-08 18:50:00,1
2019-11-08 18:57:00,1
2019-11-08 18:58:00,1
2019-11-08 19:04:00,1
2019-11-08 20:03:00,1
2019-11-08 20:06:00,1
2019-11-08 21:47:00,1
2019-11-08 21:57:00,1
2019-11-08 22:40:00,1
2019-11-08 23:16:00,1
2019-11-08 23:23:00,1
