57,select distinct parent from DBViewCols where viewname=&&&
2019-11-08 05:27:00,2
2019-11-08 05:31:00,1
2019-11-08 06:00:00,1
2019-11-08 07:42:00,1
2019-11-08 08:16:00,1
2019-11-08 10:15:00,3
2019-11-08 10:32:00,1
2019-11-08 10:40:00,4
2019-11-08 12:36:00,1
2019-11-08 13:07:00,1
2019-11-08 13:30:00,1
2019-11-08 13:42:00,1
2019-11-08 14:19:00,1
2019-11-08 14:31:00,9
2019-11-08 15:00:00,2
2019-11-08 15:02:00,4
2019-11-08 15:03:00,1
2019-11-08 16:26:00,16
2019-11-08 17:37:00,1
2019-11-08 19:36:00,1
2019-11-08 20:19:00,1
2019-11-08 20:58:00,1
2019-11-08 21:58:00,1
2019-11-08 22:27:00,1
