38739,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-08 00:45:00,1
2019-11-08 01:38:00,1
2019-11-08 01:45:00,1
2019-11-08 02:45:00,1
2019-11-08 03:44:00,1
2019-11-08 04:21:00,3
2019-11-08 04:28:00,66
2019-11-08 04:29:00,202
2019-11-08 04:30:00,205
2019-11-08 04:31:00,215
2019-11-08 04:32:00,222
2019-11-08 04:33:00,225
2019-11-08 04:34:00,210
2019-11-08 04:35:00,204
2019-11-08 04:36:00,199
2019-11-08 04:37:00,209
2019-11-08 04:38:00,189
2019-11-08 04:39:00,197
2019-11-08 04:40:00,203
2019-11-08 04:41:00,220
2019-11-08 04:42:00,204
2019-11-08 04:43:00,190
2019-11-08 04:44:00,205
2019-11-08 04:45:00,214
2019-11-08 04:46:00,202
2019-11-08 04:47:00,210
2019-11-08 04:48:00,227
2019-11-08 04:49:00,226
2019-11-08 04:50:00,221
2019-11-08 04:51:00,214
2019-11-08 04:52:00,207
2019-11-08 04:53:00,227
2019-11-08 04:54:00,220
2019-11-08 04:55:00,196
2019-11-08 04:56:00,209
2019-11-08 04:57:00,198
2019-11-08 04:58:00,212
2019-11-08 04:59:00,203
2019-11-08 05:00:00,207
2019-11-08 05:01:00,206
2019-11-08 05:02:00,210
2019-11-08 05:03:00,204
2019-11-08 05:04:00,194
2019-11-08 05:05:00,202
2019-11-08 05:06:00,203
2019-11-08 05:07:00,186
2019-11-08 05:08:00,210
2019-11-08 05:09:00,189
2019-11-08 05:10:00,203
2019-11-08 05:11:00,201
2019-11-08 05:12:00,204
2019-11-08 05:13:00,212
2019-11-08 05:14:00,197
2019-11-08 05:15:00,200
2019-11-08 05:16:00,195
2019-11-08 05:17:00,200
2019-11-08 05:18:00,209
2019-11-08 05:19:00,210
2019-11-08 05:20:00,217
2019-11-08 05:21:00,195
2019-11-08 05:22:00,203
2019-11-08 05:23:00,203
2019-11-08 05:24:00,205
2019-11-08 05:25:00,201
2019-11-08 05:26:00,219
2019-11-08 05:27:00,216
2019-11-08 05:28:00,204
2019-11-08 05:29:00,205
2019-11-08 05:30:00,215
2019-11-08 05:31:00,216
2019-11-08 05:32:00,211
2019-11-08 05:33:00,214
2019-11-08 05:34:00,205
2019-11-08 05:35:00,187
2019-11-08 05:36:00,186
2019-11-08 05:37:00,196
2019-11-08 05:38:00,190
2019-11-08 05:39:00,210
2019-11-08 05:40:00,204
2019-11-08 05:41:00,203
2019-11-08 05:42:00,199
2019-11-08 05:43:00,192
2019-11-08 05:44:00,202
2019-11-08 05:45:00,185
2019-11-08 05:46:00,193
2019-11-08 05:47:00,197
2019-11-08 05:48:00,198
2019-11-08 05:49:00,194
2019-11-08 05:50:00,195
2019-11-08 05:51:00,184
