48,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-01-22 00:02:00,1
2019-01-22 05:01:00,2
2019-01-22 06:01:00,6
2019-01-22 07:01:00,2
2019-01-22 08:01:00,5
2019-01-22 09:31:00,2
2019-01-22 09:32:00,2
2019-01-22 12:01:00,4
2019-01-22 12:31:00,3
2019-01-22 12:32:00,1
2019-01-22 13:01:00,1
2019-01-22 13:31:00,1
2019-01-22 14:01:00,1
2019-01-22 16:01:00,2
2019-01-22 16:02:00,2
2019-01-22 17:31:00,1
2019-01-22 18:02:00,5
2019-01-22 18:41:00,4
2019-01-22 19:31:00,3
