174,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-01-22 00:41:00,6
2019-01-22 13:18:00,1
2019-01-22 13:19:00,1
2019-01-22 13:20:00,1
2019-01-22 18:01:00,8
2019-01-22 18:02:00,8
2019-01-22 18:03:00,12
2019-01-22 18:04:00,8
2019-01-22 18:05:00,8
2019-01-22 18:06:00,8
2019-01-22 18:07:00,4
2019-01-22 18:08:00,8
2019-01-22 18:09:00,7
2019-01-22 18:10:00,1
2019-01-22 18:11:00,14
2019-01-22 18:12:00,8
2019-01-22 18:13:00,4
2019-01-22 18:14:00,8
2019-01-22 18:15:00,12
2019-01-22 18:16:00,12
2019-01-22 18:17:00,12
2019-01-22 18:18:00,8
2019-01-22 18:19:00,14
2019-01-22 23:01:00,1
