16,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-01-22 06:02:00,1
2019-01-22 06:07:00,1
2019-01-22 06:10:00,1
2019-01-22 06:11:00,1
2019-01-22 06:17:00,1
2019-01-22 06:21:00,1
2019-01-22 06:23:00,1
2019-01-22 06:29:00,1
2019-01-22 06:32:00,1
2019-01-22 06:35:00,1
2019-01-22 17:45:00,2
2019-01-22 17:48:00,1
2019-01-22 19:52:00,2
2019-01-22 22:08:00,1
