5474,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-22 00:03:00,9
2019-01-22 00:05:00,25
2019-01-22 00:06:00,5
2019-01-22 00:13:00,10
2019-01-22 00:15:00,22
2019-01-22 00:16:00,5
2019-01-22 00:23:00,9
2019-01-22 00:25:00,25
2019-01-22 00:26:00,5
2019-01-22 00:33:00,9
2019-01-22 00:35:00,22
2019-01-22 00:36:00,5
2019-01-22 00:43:00,10
2019-01-22 00:45:00,23
2019-01-22 00:46:00,5
2019-01-22 00:53:00,9
2019-01-22 00:55:00,24
2019-01-22 00:56:00,5
2019-01-22 01:03:00,9
2019-01-22 01:05:00,24
2019-01-22 01:06:00,5
2019-01-22 01:13:00,9
2019-01-22 01:15:00,26
2019-01-22 01:16:00,5
2019-01-22 01:23:00,9
2019-01-22 01:25:00,22
2019-01-22 01:26:00,5
2019-01-22 01:33:00,9
2019-01-22 01:35:00,27
2019-01-22 01:36:00,5
2019-01-22 01:43:00,9
2019-01-22 01:45:00,23
2019-01-22 01:46:00,5
2019-01-22 01:53:00,9
2019-01-22 01:55:00,25
2019-01-22 01:56:00,5
2019-01-22 02:03:00,9
2019-01-22 02:05:00,25
2019-01-22 02:06:00,7
2019-01-22 02:13:00,10
2019-01-22 02:15:00,24
2019-01-22 02:16:00,6
2019-01-22 02:23:00,10
2019-01-22 02:25:00,19
2019-01-22 02:26:00,11
2019-01-22 02:33:00,10
2019-01-22 02:35:00,23
2019-01-22 02:36:00,8
2019-01-22 02:43:00,9
2019-01-22 02:45:00,25
2019-01-22 02:46:00,8
2019-01-22 02:53:00,9
2019-01-22 02:55:00,21
2019-01-22 02:56:00,8
2019-01-22 03:03:00,9
2019-01-22 03:05:00,23
2019-01-22 03:06:00,10
2019-01-22 03:13:00,10
2019-01-22 03:15:00,16
2019-01-22 03:16:00,11
2019-01-22 03:23:00,10
2019-01-22 03:25:00,18
2019-01-22 03:26:00,11
2019-01-22 03:33:00,10
2019-01-22 03:35:00,18
2019-01-22 03:36:00,11
2019-01-22 03:43:00,9
2019-01-22 03:45:00,18
2019-01-22 03:46:00,11
2019-01-22 03:53:00,10
2019-01-22 03:55:00,16
2019-01-22 03:56:00,13
2019-01-22 04:03:00,9
2019-01-22 04:05:00,15
2019-01-22 04:06:00,12
2019-01-22 04:13:00,10
2019-01-22 04:15:00,10
2019-01-22 04:16:00,19
2019-01-22 04:23:00,10
2019-01-22 04:25:00,10
2019-01-22 04:26:00,18
2019-01-22 04:33:00,9
2019-01-22 04:35:00,11
2019-01-22 04:36:00,17
2019-01-22 04:43:00,9
2019-01-22 04:45:00,10
2019-01-22 04:46:00,18
2019-01-22 04:53:00,9
2019-01-22 04:55:00,10
2019-01-22 04:56:00,20
2019-01-22 05:03:00,10
2019-01-22 05:05:00,10
2019-01-22 05:06:00,19
2019-01-22 05:13:00,9
2019-01-22 05:15:00,10
2019-01-22 05:16:00,17
2019-01-22 05:23:00,9
2019-01-22 05:25:00,11
2019-01-22 05:26:00,18
2019-01-22 05:33:00,9
2019-01-22 05:35:00,12
2019-01-22 05:36:00,18
2019-01-22 05:43:00,9
2019-01-22 05:45:00,10
2019-01-22 05:46:00,17
2019-01-22 05:53:00,9
2019-01-22 05:55:00,6
2019-01-22 05:56:00,22
2019-01-22 06:03:00,9
2019-01-22 06:05:00,6
2019-01-22 06:06:00,21
2019-01-22 06:13:00,9
2019-01-22 06:15:00,6
2019-01-22 06:16:00,22
2019-01-22 06:23:00,9
2019-01-22 06:25:00,5
2019-01-22 06:26:00,25
2019-01-22 06:33:00,9
2019-01-22 06:35:00,2
2019-01-22 06:36:00,26
2019-01-22 06:43:00,9
2019-01-22 06:45:00,1
2019-01-22 06:46:00,27
2019-01-22 06:53:00,9
2019-01-22 06:55:00,1
2019-01-22 06:56:00,27
2019-01-22 07:03:00,9
2019-01-22 07:05:00,4
2019-01-22 07:06:00,23
2019-01-22 07:13:00,10
2019-01-22 07:15:00,4
2019-01-22 07:16:00,23
2019-01-22 07:23:00,9
2019-01-22 07:25:00,4
2019-01-22 07:26:00,23
2019-01-22 07:33:00,9
2019-01-22 07:35:00,4
2019-01-22 07:36:00,24
2019-01-22 07:43:00,9
2019-01-22 07:45:00,1
2019-01-22 07:46:00,26
2019-01-22 07:53:00,9
2019-01-22 07:55:00,1
