6609,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-01-22 01:45:00,38
2019-01-22 01:46:00,53
2019-01-22 01:47:00,49
2019-01-22 01:48:00,47
2019-01-22 01:49:00,44
2019-01-22 01:50:00,41
2019-01-22 01:51:00,40
2019-01-22 01:52:00,39
2019-01-22 01:53:00,37
2019-01-22 01:54:00,36
2019-01-22 01:55:00,35
2019-01-22 01:56:00,34
2019-01-22 01:57:00,33
2019-01-22 01:58:00,33
2019-01-22 01:59:00,31
2019-01-22 02:00:00,31
2019-01-22 02:01:00,30
2019-01-22 02:02:00,30
2019-01-22 02:03:00,29
2019-01-22 02:04:00,28
2019-01-22 02:05:00,29
2019-01-22 02:06:00,27
2019-01-22 02:07:00,27
2019-01-22 02:08:00,27
2019-01-22 02:09:00,26
2019-01-22 02:10:00,26
2019-01-22 02:11:00,25
2019-01-22 02:12:00,26
2019-01-22 02:13:00,25
2019-01-22 02:14:00,24
2019-01-22 02:15:00,23
2019-01-22 02:16:00,24
2019-01-22 02:17:00,23
2019-01-22 02:18:00,22
2019-01-22 02:19:00,23
2019-01-22 02:20:00,22
2019-01-22 02:21:00,22
2019-01-22 02:22:00,22
2019-01-22 02:23:00,20
2019-01-22 02:24:00,22
2019-01-22 02:25:00,20
2019-01-22 02:26:00,19
2019-01-22 02:27:00,19
2019-01-22 02:28:00,19
2019-01-22 02:29:00,19
2019-01-22 02:30:00,20
2019-01-22 02:31:00,18
2019-01-22 02:32:00,19
2019-01-22 02:33:00,17
2019-01-22 02:34:00,19
2019-01-22 02:35:00,18
2019-01-22 02:36:00,16
2019-01-22 02:37:00,18
2019-01-22 02:38:00,17
2019-01-22 02:39:00,18
2019-01-22 02:40:00,17
2019-01-22 02:41:00,17
2019-01-22 02:42:00,17
2019-01-22 02:43:00,16
2019-01-22 02:44:00,17
2019-01-22 02:45:00,16
2019-01-22 02:46:00,15
2019-01-22 02:47:00,17
2019-01-22 02:48:00,17
2019-01-22 02:49:00,16
2019-01-22 02:50:00,17
2019-01-22 02:51:00,16
2019-01-22 02:52:00,18
2019-01-22 02:53:00,17
2019-01-22 02:54:00,17
2019-01-22 02:55:00,17
2019-01-22 02:56:00,16
2019-01-22 02:57:00,15
2019-01-22 02:58:00,14
2019-01-22 02:59:00,15
2019-01-22 03:00:00,16
2019-01-22 03:01:00,15
2019-01-22 03:02:00,15
2019-01-22 03:03:00,15
2019-01-22 03:04:00,15
2019-01-22 03:05:00,15
2019-01-22 03:06:00,15
2019-01-22 03:07:00,15
2019-01-22 03:08:00,14
2019-01-22 03:09:00,15
2019-01-22 03:10:00,14
2019-01-22 03:11:00,15
2019-01-22 03:12:00,14
2019-01-22 03:13:00,15
2019-01-22 03:14:00,13
2019-01-22 03:15:00,13
2019-01-22 03:16:00,13
2019-01-22 03:17:00,13
2019-01-22 03:18:00,14
2019-01-22 03:19:00,13
2019-01-22 03:20:00,14
2019-01-22 03:21:00,14
2019-01-22 03:22:00,14
2019-01-22 03:23:00,13
2019-01-22 03:24:00,14
2019-01-22 03:25:00,13
2019-01-22 03:26:00,13
2019-01-22 03:27:00,13
2019-01-22 03:28:00,13
2019-01-22 03:29:00,12
2019-01-22 03:30:00,13
2019-01-22 03:31:00,13
2019-01-22 03:32:00,13
2019-01-22 03:33:00,14
2019-01-22 03:34:00,14
2019-01-22 03:35:00,14
2019-01-22 03:36:00,13
2019-01-22 03:37:00,14
2019-01-22 03:38:00,12
2019-01-22 03:39:00,14
2019-01-22 03:40:00,13
2019-01-22 03:41:00,14
2019-01-22 03:42:00,13
2019-01-22 03:43:00,13
2019-01-22 03:44:00,12
2019-01-22 03:45:00,13
2019-01-22 03:46:00,14
2019-01-22 03:47:00,13
2019-01-22 03:48:00,13
2019-01-22 03:49:00,13
2019-01-22 03:50:00,13
2019-01-22 03:51:00,13
2019-01-22 03:52:00,12
2019-01-22 03:53:00,12
2019-01-22 03:54:00,12
2019-01-22 03:55:00,12
2019-01-22 03:56:00,11
2019-01-22 03:57:00,11
2019-01-22 03:58:00,12
2019-01-22 03:59:00,11
2019-01-22 04:00:00,6
2019-01-22 04:12:00,5
2019-01-22 17:17:00,15
2019-01-22 17:18:00,47
2019-01-22 17:19:00,45
2019-01-22 17:20:00,44
2019-01-22 17:21:00,39
2019-01-22 17:22:00,38
2019-01-22 17:23:00,36
2019-01-22 17:24:00,35
2019-01-22 17:25:00,36
2019-01-22 17:26:00,35
2019-01-22 17:27:00,34
2019-01-22 17:28:00,33
2019-01-22 17:29:00,31
2019-01-22 17:30:00,32
2019-01-22 17:31:00,32
2019-01-22 17:32:00,32
2019-01-22 17:33:00,30
2019-01-22 17:34:00,30
2019-01-22 17:35:00,29
2019-01-22 17:36:00,29
2019-01-22 17:37:00,29
2019-01-22 17:38:00,27
2019-01-22 17:39:00,26
2019-01-22 17:40:00,25
2019-01-22 17:41:00,21
2019-01-22 20:48:00,35
2019-01-22 20:49:00,60
2019-01-22 20:50:00,54
2019-01-22 20:51:00,50
2019-01-22 20:52:00,48
2019-01-22 20:53:00,46
2019-01-22 20:54:00,44
2019-01-22 20:55:00,37
2019-01-22 20:56:00,36
2019-01-22 20:57:00,34
2019-01-22 20:58:00,33
2019-01-22 20:59:00,30
2019-01-22 21:00:00,29
2019-01-22 21:01:00,32
2019-01-22 21:02:00,32
2019-01-22 21:03:00,31
2019-01-22 21:04:00,30
2019-01-22 21:05:00,29
2019-01-22 21:06:00,29
2019-01-22 21:07:00,13
2019-01-22 22:04:00,13
2019-01-22 22:05:00,56
2019-01-22 22:06:00,56
2019-01-22 22:07:00,46
2019-01-22 22:08:00,48
2019-01-22 22:09:00,40
2019-01-22 22:10:00,37
2019-01-22 22:11:00,38
2019-01-22 22:12:00,35
2019-01-22 22:13:00,35
2019-01-22 22:14:00,34
2019-01-22 22:15:00,33
2019-01-22 22:16:00,2
2019-01-22 22:27:00,50
2019-01-22 22:28:00,56
2019-01-22 22:29:00,43
2019-01-22 22:30:00,49
2019-01-22 22:31:00,47
2019-01-22 22:32:00,40
2019-01-22 22:33:00,37
2019-01-22 22:34:00,36
2019-01-22 22:35:00,33
2019-01-22 22:36:00,33
2019-01-22 22:37:00,32
2019-01-22 22:38:00,32
2019-01-22 22:39:00,28
2019-01-22 22:40:00,23
2019-01-22 22:41:00,25
2019-01-22 22:42:00,29
2019-01-22 22:43:00,5
2019-01-22 23:07:00,46
2019-01-22 23:08:00,44
2019-01-22 23:09:00,44
2019-01-22 23:10:00,40
