58,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-01-22 00:08:00,1
2019-01-22 00:57:00,1
2019-01-22 05:52:00,1
2019-01-22 08:14:00,1
2019-01-22 09:33:00,2
2019-01-22 11:21:00,3
2019-01-22 14:21:00,2
2019-01-22 14:22:00,1
2019-01-22 15:14:00,2
2019-01-22 15:15:00,2
2019-01-22 15:16:00,2
2019-01-22 15:17:00,2
2019-01-22 15:18:00,4
2019-01-22 15:19:00,1
2019-01-22 15:27:00,1
2019-01-22 15:37:00,1
2019-01-22 16:19:00,1
2019-01-22 16:22:00,1
2019-01-22 16:24:00,1
2019-01-22 16:26:00,1
2019-01-22 16:28:00,1
2019-01-22 16:34:00,1
2019-01-22 16:48:00,1
2019-01-22 16:54:00,1
2019-01-22 16:57:00,4
2019-01-22 17:03:00,1
2019-01-22 17:10:00,1
2019-01-22 17:15:00,1
2019-01-22 17:37:00,6
2019-01-22 17:38:00,1
2019-01-22 17:40:00,3
2019-01-22 18:27:00,1
2019-01-22 18:49:00,1
2019-01-22 19:31:00,1
2019-01-22 21:23:00,1
2019-01-22 21:29:00,1
2019-01-22 21:32:00,1
