1463,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-01-22 08:25:00,2
2019-01-22 08:44:00,2
2019-01-22 08:45:00,2
2019-01-22 08:46:00,2
2019-01-22 08:47:00,2
2019-01-22 08:48:00,2
2019-01-22 08:49:00,2
2019-01-22 08:50:00,2
2019-01-22 08:51:00,1
2019-01-22 08:52:00,2
2019-01-22 08:53:00,2
2019-01-22 08:54:00,2
2019-01-22 08:55:00,3
2019-01-22 08:56:00,2
2019-01-22 08:57:00,2
2019-01-22 08:58:00,1
2019-01-22 08:59:00,2
2019-01-22 09:00:00,2
2019-01-22 09:01:00,1
2019-01-22 09:02:00,1
2019-01-22 09:03:00,1
2019-01-22 09:04:00,2
2019-01-22 09:05:00,2
2019-01-22 09:06:00,2
2019-01-22 09:07:00,1
2019-01-22 09:08:00,1
2019-01-22 09:09:00,1
2019-01-22 09:10:00,4
2019-01-22 09:11:00,1
2019-01-22 09:12:00,3
2019-01-22 09:13:00,1
2019-01-22 09:14:00,4
2019-01-22 09:15:00,1
2019-01-22 09:16:00,4
2019-01-22 09:17:00,4
2019-01-22 09:18:00,1
2019-01-22 09:19:00,1
2019-01-22 09:20:00,1
2019-01-22 09:21:00,1
2019-01-22 09:25:00,1
2019-01-22 09:26:00,2
2019-01-22 09:27:00,1
2019-01-22 09:28:00,1
2019-01-22 09:29:00,1
2019-01-22 09:30:00,1
2019-01-22 09:31:00,1
2019-01-22 09:32:00,1
2019-01-22 09:33:00,1
2019-01-22 09:34:00,1
2019-01-22 09:35:00,1
2019-01-22 09:36:00,1
2019-01-22 09:37:00,1
2019-01-22 09:38:00,2
2019-01-22 09:39:00,1
2019-01-22 09:40:00,1
2019-01-22 09:41:00,1
2019-01-22 09:42:00,1
2019-01-22 09:43:00,1
2019-01-22 09:44:00,1
2019-01-22 09:45:00,1
2019-01-22 09:46:00,1
2019-01-22 09:47:00,1
2019-01-22 09:48:00,2
2019-01-22 09:49:00,1
2019-01-22 09:50:00,1
2019-01-22 09:51:00,2
2019-01-22 09:52:00,1
2019-01-22 09:54:00,2
2019-01-22 09:55:00,1
2019-01-22 09:56:00,1
2019-01-22 09:57:00,1
2019-01-22 09:58:00,1
2019-01-22 09:59:00,1
2019-01-22 10:01:00,2
2019-01-22 10:02:00,2
2019-01-22 10:03:00,2
2019-01-22 10:04:00,2
2019-01-22 10:05:00,1
2019-01-22 10:06:00,2
2019-01-22 10:07:00,1
2019-01-22 10:08:00,4
2019-01-22 10:09:00,2
2019-01-22 10:10:00,4
2019-01-22 10:11:00,2
2019-01-22 10:12:00,2
2019-01-22 10:13:00,3
2019-01-22 10:15:00,2
2019-01-22 10:16:00,2
2019-01-22 10:17:00,1
2019-01-22 10:18:00,1
2019-01-22 10:19:00,2
2019-01-22 10:20:00,1
2019-01-22 10:21:00,1
2019-01-22 10:22:00,1
2019-01-22 10:23:00,2
2019-01-22 10:24:00,4
