1349,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-01-22 00:04:00,1
2019-01-22 00:05:00,8
2019-01-22 00:06:00,1
2019-01-22 00:14:00,1
2019-01-22 00:15:00,7
2019-01-22 00:16:00,1
2019-01-22 00:24:00,1
2019-01-22 00:25:00,6
2019-01-22 00:26:00,2
2019-01-22 00:34:00,1
2019-01-22 00:35:00,6
2019-01-22 00:36:00,2
2019-01-22 00:44:00,1
2019-01-22 00:45:00,7
2019-01-22 00:46:00,2
2019-01-22 00:54:00,1
2019-01-22 00:55:00,6
2019-01-22 00:56:00,2
2019-01-22 01:00:00,1
2019-01-22 01:04:00,1
2019-01-22 01:05:00,6
2019-01-22 01:06:00,2
2019-01-22 01:14:00,1
2019-01-22 01:15:00,6
2019-01-22 01:16:00,2
2019-01-22 01:24:00,1
2019-01-22 01:25:00,6
2019-01-22 01:26:00,2
2019-01-22 01:34:00,1
2019-01-22 01:35:00,6
2019-01-22 01:36:00,2
2019-01-22 01:44:00,1
2019-01-22 01:45:00,5
2019-01-22 01:46:00,3
2019-01-22 01:54:00,1
2019-01-22 01:55:00,5
2019-01-22 01:56:00,3
2019-01-22 02:04:00,1
2019-01-22 02:05:00,4
2019-01-22 02:06:00,4
2019-01-22 02:14:00,1
2019-01-22 02:15:00,5
2019-01-22 02:16:00,3
2019-01-22 02:24:00,1
2019-01-22 02:25:00,3
2019-01-22 02:26:00,5
2019-01-22 02:34:00,1
2019-01-22 02:35:00,4
2019-01-22 02:36:00,4
2019-01-22 02:44:00,1
2019-01-22 02:45:00,4
2019-01-22 02:46:00,4
2019-01-22 02:54:00,1
2019-01-22 02:55:00,4
2019-01-22 02:56:00,5
2019-01-22 03:04:00,1
2019-01-22 03:05:00,4
2019-01-22 03:06:00,5
2019-01-22 03:14:00,1
2019-01-22 03:15:00,1
2019-01-22 03:16:00,7
2019-01-22 03:24:00,1
2019-01-22 03:25:00,2
2019-01-22 03:26:00,7
2019-01-22 03:34:00,1
2019-01-22 03:35:00,2
2019-01-22 03:36:00,7
2019-01-22 03:44:00,1
2019-01-22 03:45:00,2
2019-01-22 03:46:00,6
2019-01-22 03:54:00,1
2019-01-22 03:56:00,8
2019-01-22 04:04:00,1
2019-01-22 04:06:00,8
2019-01-22 04:14:00,1
2019-01-22 04:16:00,8
2019-01-22 04:24:00,1
2019-01-22 04:26:00,8
2019-01-22 04:34:00,1
2019-01-22 04:36:00,9
2019-01-22 04:44:00,1
2019-01-22 04:46:00,9
2019-01-22 04:54:00,1
2019-01-22 04:56:00,8
2019-01-22 05:04:00,1
2019-01-22 05:06:00,8
2019-01-22 05:14:00,1
2019-01-22 05:16:00,8
2019-01-22 05:24:00,1
2019-01-22 05:26:00,8
2019-01-22 05:34:00,1
2019-01-22 05:36:00,8
2019-01-22 05:44:00,1
2019-01-22 05:46:00,8
2019-01-22 05:54:00,1
2019-01-22 05:56:00,8
2019-01-22 06:04:00,1
2019-01-22 06:06:00,8
2019-01-22 06:14:00,1
2019-01-22 06:16:00,8
2019-01-22 06:24:00,1
2019-01-22 06:26:00,8
2019-01-22 06:34:00,1
2019-01-22 06:36:00,8
2019-01-22 06:44:00,1
2019-01-22 06:46:00,9
2019-01-22 06:54:00,1
2019-01-22 06:56:00,9
2019-01-22 07:04:00,1
2019-01-22 07:06:00,9
2019-01-22 07:14:00,1
2019-01-22 07:16:00,8
2019-01-22 07:24:00,1
2019-01-22 07:26:00,8
2019-01-22 07:34:00,1
2019-01-22 07:36:00,8
2019-01-22 07:44:00,1
2019-01-22 07:46:00,8
2019-01-22 07:54:00,1
2019-01-22 07:56:00,8
2019-01-22 08:04:00,1
2019-01-22 08:06:00,7
2019-01-22 08:14:00,1
2019-01-22 08:16:00,8
2019-01-22 08:24:00,1
