792,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-01-22 18:31:00,1
2019-01-22 18:33:00,2
2019-01-22 18:34:00,2
2019-01-22 18:35:00,3
2019-01-22 18:36:00,2
2019-01-22 18:37:00,2
2019-01-22 18:38:00,2
2019-01-22 18:39:00,3
2019-01-22 18:40:00,3
2019-01-22 18:41:00,2
2019-01-22 18:42:00,3
2019-01-22 18:43:00,2
2019-01-22 18:44:00,3
2019-01-22 18:45:00,2
2019-01-22 18:46:00,3
2019-01-22 18:47:00,4
2019-01-22 18:48:00,4
2019-01-22 18:49:00,4
2019-01-22 18:50:00,4
2019-01-22 18:51:00,4
2019-01-22 18:52:00,5
2019-01-22 18:53:00,3
2019-01-22 18:54:00,6
2019-01-22 18:55:00,3
2019-01-22 18:56:00,3
2019-01-22 18:57:00,3
2019-01-22 18:58:00,4
2019-01-22 18:59:00,3
2019-01-22 19:00:00,3
2019-01-22 19:01:00,4
2019-01-22 19:02:00,3
2019-01-22 19:03:00,5
2019-01-22 19:04:00,4
2019-01-22 19:05:00,6
2019-01-22 19:06:00,2
2019-01-22 19:07:00,1
2019-01-22 19:08:00,4
2019-01-22 19:09:00,3
2019-01-22 19:10:00,2
2019-01-22 19:11:00,3
2019-01-22 19:12:00,2
2019-01-22 19:13:00,4
2019-01-22 19:14:00,2
2019-01-22 19:15:00,4
2019-01-22 19:16:00,3
2019-01-22 19:17:00,2
2019-01-22 19:18:00,3
2019-01-22 19:19:00,3
2019-01-22 19:20:00,3
2019-01-22 19:21:00,3
2019-01-22 19:22:00,2
2019-01-22 19:23:00,2
2019-01-22 19:24:00,2
2019-01-22 19:25:00,4
2019-01-22 19:26:00,4
2019-01-22 19:27:00,1
2019-01-22 19:28:00,2
2019-01-22 19:29:00,2
2019-01-22 19:30:00,4
2019-01-22 19:31:00,3
2019-01-22 19:32:00,3
2019-01-22 19:33:00,3
2019-01-22 19:34:00,2
2019-01-22 19:35:00,5
2019-01-22 19:36:00,3
2019-01-22 19:37:00,5
2019-01-22 19:38:00,5
2019-01-22 19:39:00,4
2019-01-22 19:40:00,3
2019-01-22 19:41:00,3
2019-01-22 19:42:00,5
2019-01-22 19:43:00,2
2019-01-22 19:44:00,5
2019-01-22 19:45:00,4
2019-01-22 19:46:00,4
2019-01-22 19:47:00,4
2019-01-22 19:48:00,4
2019-01-22 19:49:00,2
2019-01-22 19:50:00,4
2019-01-22 19:51:00,3
2019-01-22 19:52:00,4
2019-01-22 19:53:00,4
2019-01-22 19:54:00,6
2019-01-22 19:55:00,5
2019-01-22 19:56:00,4
2019-01-22 19:57:00,5
2019-01-22 19:58:00,5
2019-01-22 19:59:00,4
2019-01-22 20:00:00,4
2019-01-22 20:01:00,4
2019-01-22 20:02:00,3
2019-01-22 20:03:00,4
2019-01-22 20:04:00,4
2019-01-22 20:05:00,4
2019-01-22 20:06:00,4
2019-01-22 20:07:00,5
2019-01-22 20:08:00,5
2019-01-22 20:09:00,4
2019-01-22 20:10:00,5
2019-01-22 20:11:00,6
2019-01-22 20:12:00,5
2019-01-22 20:13:00,3
2019-01-22 20:14:00,3
2019-01-22 20:15:00,3
2019-01-22 20:16:00,4
2019-01-22 20:17:00,5
2019-01-22 20:18:00,5
2019-01-22 20:19:00,4
2019-01-22 20:20:00,4
2019-01-22 20:21:00,6
2019-01-22 20:22:00,5
2019-01-22 20:23:00,4
2019-01-22 20:24:00,3
2019-01-22 20:25:00,4
2019-01-22 20:26:00,3
2019-01-22 20:27:00,3
2019-01-22 20:28:00,4
2019-01-22 20:29:00,4
2019-01-22 20:30:00,5
2019-01-22 20:31:00,5
2019-01-22 20:32:00,5
2019-01-22 20:33:00,3
2019-01-22 20:34:00,3
2019-01-22 20:35:00,5
2019-01-22 20:36:00,1
2019-01-22 20:37:00,2
2019-01-22 20:38:00,2
2019-01-22 20:39:00,1
2019-01-22 20:40:00,1
2019-01-22 20:41:00,2
2019-01-22 20:42:00,1
2019-01-22 20:44:00,1
2019-01-22 20:45:00,1
2019-01-22 20:46:00,1
2019-01-22 20:47:00,1
2019-01-22 20:48:00,1
2019-01-22 20:49:00,1
2019-01-22 20:51:00,1
2019-01-22 20:52:00,1
2019-01-22 20:53:00,1
2019-01-22 20:54:00,2
2019-01-22 20:55:00,5
2019-01-22 20:56:00,2
2019-01-22 20:57:00,2
2019-01-22 20:58:00,4
2019-01-22 20:59:00,3
2019-01-22 21:00:00,3
2019-01-22 21:01:00,4
2019-01-22 21:02:00,2
2019-01-22 21:03:00,3
2019-01-22 21:04:00,4
2019-01-22 21:05:00,4
2019-01-22 21:06:00,3
2019-01-22 21:07:00,4
2019-01-22 21:08:00,4
2019-01-22 21:09:00,4
2019-01-22 21:10:00,5
2019-01-22 21:11:00,4
2019-01-22 21:12:00,5
2019-01-22 21:13:00,5
2019-01-22 21:14:00,4
2019-01-22 21:15:00,4
2019-01-22 21:16:00,5
2019-01-22 21:17:00,3
2019-01-22 21:18:00,2
2019-01-22 21:19:00,3
2019-01-22 21:20:00,4
2019-01-22 21:21:00,4
2019-01-22 21:22:00,4
2019-01-22 21:23:00,2
2019-01-22 21:24:00,4
2019-01-22 21:25:00,4
2019-01-22 21:26:00,5
2019-01-22 21:27:00,4
2019-01-22 21:28:00,4
2019-01-22 21:29:00,6
2019-01-22 21:30:00,3
2019-01-22 21:31:00,4
2019-01-22 21:32:00,4
2019-01-22 21:33:00,3
2019-01-22 21:34:00,4
2019-01-22 21:35:00,4
2019-01-22 21:36:00,3
2019-01-22 21:37:00,3
2019-01-22 21:38:00,4
