2103,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-22 22:21:00,6
2019-01-22 22:22:00,5
2019-01-22 22:23:00,4
2019-01-22 22:24:00,3
2019-01-22 22:25:00,3
2019-01-22 22:26:00,3
2019-01-22 22:27:00,3
2019-01-22 22:28:00,3
2019-01-22 22:29:00,3
2019-01-22 22:30:00,5
2019-01-22 22:31:00,4
2019-01-22 22:32:00,4
2019-01-22 22:33:00,4
2019-01-22 22:34:00,4
2019-01-22 22:35:00,2
2019-01-22 22:36:00,4
2019-01-22 22:37:00,3
2019-01-22 22:38:00,3
2019-01-22 22:39:00,3
2019-01-22 22:40:00,4
2019-01-22 22:41:00,3
2019-01-22 22:42:00,4
2019-01-22 22:43:00,3
2019-01-22 22:44:00,4
2019-01-22 22:45:00,3
2019-01-22 22:46:00,3
2019-01-22 22:47:00,3
2019-01-22 22:48:00,3
2019-01-22 22:49:00,3
2019-01-22 22:50:00,3
2019-01-22 22:51:00,3
2019-01-22 22:52:00,2
2019-01-22 22:53:00,3
2019-01-22 22:54:00,3
2019-01-22 22:55:00,2
2019-01-22 22:56:00,2
2019-01-22 22:57:00,3
2019-01-22 22:58:00,2
2019-01-22 22:59:00,2
2019-01-22 23:00:00,3
2019-01-22 23:01:00,2
2019-01-22 23:02:00,2
2019-01-22 23:03:00,3
2019-01-22 23:04:00,2
2019-01-22 23:05:00,2
2019-01-22 23:06:00,3
2019-01-22 23:07:00,3
2019-01-22 23:08:00,2
2019-01-22 23:09:00,2
2019-01-22 23:10:00,3
2019-01-22 23:11:00,2
2019-01-22 23:12:00,2
2019-01-22 23:13:00,7
2019-01-22 23:14:00,8
2019-01-22 23:15:00,8
2019-01-22 23:16:00,9
2019-01-22 23:17:00,8
2019-01-22 23:18:00,8
2019-01-22 23:19:00,8
2019-01-22 23:20:00,8
2019-01-22 23:21:00,8
2019-01-22 23:22:00,7
2019-01-22 23:23:00,8
2019-01-22 23:24:00,8
2019-01-22 23:25:00,8
2019-01-22 23:26:00,7
