124,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-19 05:31:00,2
2019-08-19 05:37:00,1
2019-08-19 06:33:00,1
2019-08-19 07:04:00,1
2019-08-19 07:24:00,1
2019-08-19 07:48:00,1
2019-08-19 09:35:00,2
2019-08-19 09:37:00,1
2019-08-19 09:45:00,2
2019-08-19 09:46:00,2
2019-08-19 09:49:00,1
2019-08-19 09:51:00,1
2019-08-19 09:56:00,1
2019-08-19 10:04:00,1
2019-08-19 10:13:00,1
2019-08-19 10:15:00,1
2019-08-19 10:17:00,1
2019-08-19 10:18:00,1
2019-08-19 10:19:00,1
2019-08-19 10:33:00,1
2019-08-19 10:34:00,2
2019-08-19 10:35:00,2
2019-08-19 10:36:00,1
2019-08-19 10:37:00,2
2019-08-19 10:38:00,1
2019-08-19 11:20:00,1
2019-08-19 11:27:00,1
2019-08-19 11:29:00,1
2019-08-19 11:35:00,1
2019-08-19 11:38:00,1
2019-08-19 12:09:00,1
2019-08-19 12:53:00,1
2019-08-19 12:54:00,1
2019-08-19 12:55:00,1
2019-08-19 13:09:00,2
2019-08-19 13:23:00,1
2019-08-19 13:47:00,1
2019-08-19 14:01:00,1
2019-08-19 14:04:00,1
2019-08-19 14:24:00,1
2019-08-19 14:49:00,1
2019-08-19 14:52:00,1
2019-08-19 15:00:00,1
2019-08-19 15:01:00,2
2019-08-19 15:02:00,1
2019-08-19 15:03:00,1
2019-08-19 15:04:00,1
2019-08-19 15:05:00,1
2019-08-19 15:06:00,2
2019-08-19 15:09:00,1
2019-08-19 16:52:00,1
2019-08-19 16:53:00,1
2019-08-19 16:54:00,1
2019-08-19 16:55:00,1
2019-08-19 16:57:00,1
2019-08-19 16:59:00,2
2019-08-19 17:00:00,1
2019-08-19 17:08:00,1
2019-08-19 17:09:00,1
2019-08-19 17:22:00,2
2019-08-19 17:23:00,1
2019-08-19 17:41:00,1
2019-08-19 17:44:00,1
2019-08-19 17:54:00,1
2019-08-19 18:05:00,2
2019-08-19 18:06:00,1
2019-08-19 18:18:00,1
2019-08-19 18:58:00,1
2019-08-19 18:59:00,1
2019-08-19 19:00:00,1
2019-08-19 19:02:00,2
2019-08-19 19:03:00,2
2019-08-19 19:04:00,3
2019-08-19 19:06:00,1
2019-08-19 19:12:00,2
2019-08-19 19:13:00,1
2019-08-19 19:14:00,1
2019-08-19 19:37:00,1
2019-08-19 19:41:00,2
2019-08-19 19:43:00,1
2019-08-19 19:44:00,2
2019-08-19 19:45:00,1
2019-08-19 19:47:00,2
2019-08-19 19:48:00,1
2019-08-19 19:49:00,3
2019-08-19 19:50:00,3
2019-08-19 19:52:00,2
2019-08-19 19:55:00,2
2019-08-19 19:56:00,1
2019-08-19 20:00:00,1
2019-08-19 20:01:00,1
2019-08-19 20:02:00,2
2019-08-19 20:03:00,2
2019-08-19 20:04:00,2
