341,"select ra,dec, #*LOG1#(psfFlux_u) + # - extinction_u + # as psfPogCorr_u, #*LOG1#(psfFlux_g) + # - extinction_g + # as psfPogCorr_g, #*LOG1#(psfFlux_r) + # - extinction_r + # as psfPogCorr_r, #*LOG1#(psfFlux_i) + # - extinction_i + # as psfPogCorr_i, #/SQRT(psfFluxIvar_u)/psfFlux_u as psfPogErr_u, #/SQRT(psfFluxIvar_g)/psfFlux_g as psfPogErr_g, #/SQRT(psfFluxIvar_r)/psfFlux_r as psfPogErr_r, #/SQRT(psfFluxIvar_i)/psfFlux_i as psfPogErr_i from star as s where ra between # and # and dec between # and # and s.clean=# and psfFlux_u > # and psfFlux_g > # and psfFlux_r > # and psfFlux_i > # and #/SQRT(psfFluxIvar_u)/psfFlux_u < # and #/SQRT(psfFluxIvar_g)/psfFlux_g < # and #/SQRT(psfFluxIvar_r)/psfFlux_r < # and #/SQRT(psfFluxIvar_i)/psfFlux_i < #"
2019-08-19 00:00:00,1
2019-08-19 00:01:00,1
2019-08-19 00:02:00,1
2019-08-19 00:03:00,1
2019-08-19 00:05:00,1
2019-08-19 00:06:00,1
2019-08-19 00:07:00,1
2019-08-19 00:08:00,1
2019-08-19 00:09:00,1
2019-08-19 00:11:00,1
2019-08-19 00:12:00,1
2019-08-19 00:13:00,1
2019-08-19 00:14:00,1
2019-08-19 00:15:00,1
2019-08-19 00:16:00,1
2019-08-19 00:17:00,1
2019-08-19 00:20:00,1
2019-08-19 00:21:00,1
2019-08-19 00:22:00,1
2019-08-19 00:23:00,1
2019-08-19 00:24:00,1
2019-08-19 00:25:00,1
2019-08-19 00:26:00,1
2019-08-19 00:27:00,1
2019-08-19 00:29:00,1
2019-08-19 00:30:00,1
2019-08-19 00:31:00,1
2019-08-19 00:32:00,1
2019-08-19 00:33:00,1
2019-08-19 00:34:00,1
2019-08-19 00:35:00,1
2019-08-19 00:36:00,1
2019-08-19 00:37:00,1
2019-08-19 00:39:00,1
2019-08-19 00:40:00,1
2019-08-19 00:41:00,1
2019-08-19 00:42:00,1
2019-08-19 00:43:00,1
2019-08-19 00:45:00,1
2019-08-19 00:46:00,1
2019-08-19 00:47:00,1
2019-08-19 00:48:00,1
2019-08-19 00:49:00,1
2019-08-19 00:51:00,1
2019-08-19 00:53:00,1
2019-08-19 00:54:00,1
2019-08-19 00:56:00,1
2019-08-19 00:57:00,1
2019-08-19 00:58:00,1
2019-08-19 00:59:00,1
2019-08-19 01:01:00,1
2019-08-19 01:02:00,1
2019-08-19 01:03:00,1
2019-08-19 01:04:00,1
2019-08-19 01:05:00,1
2019-08-19 01:08:00,1
2019-08-19 01:09:00,1
2019-08-19 01:10:00,1
2019-08-19 01:13:00,1
2019-08-19 01:16:00,1
2019-08-19 01:17:00,1
2019-08-19 01:18:00,1
2019-08-19 01:21:00,1
2019-08-19 01:23:00,1
2019-08-19 01:24:00,1
2019-08-19 01:25:00,1
2019-08-19 01:27:00,1
2019-08-19 01:28:00,1
2019-08-19 01:29:00,1
2019-08-19 01:31:00,1
2019-08-19 01:32:00,1
2019-08-19 01:33:00,1
2019-08-19 01:34:00,1
2019-08-19 01:35:00,1
2019-08-19 01:36:00,1
2019-08-19 01:38:00,1
2019-08-19 01:39:00,1
2019-08-19 01:41:00,1
2019-08-19 01:42:00,1
2019-08-19 01:43:00,1
2019-08-19 01:44:00,1
2019-08-19 01:46:00,1
2019-08-19 01:47:00,1
2019-08-19 01:48:00,1
2019-08-19 01:49:00,1
2019-08-19 01:50:00,1
2019-08-19 01:51:00,1
2019-08-19 01:54:00,1
2019-08-19 01:55:00,1
2019-08-19 01:56:00,1
2019-08-19 01:57:00,1
2019-08-19 01:59:00,1
2019-08-19 02:00:00,1
2019-08-19 02:01:00,1
2019-08-19 02:02:00,1
2019-08-19 02:04:00,1
2019-08-19 02:05:00,1
2019-08-19 02:06:00,1
2019-08-19 02:07:00,1
2019-08-19 02:09:00,1
2019-08-19 02:10:00,1
2019-08-19 02:12:00,1
2019-08-19 02:13:00,1
2019-08-19 02:14:00,1
2019-08-19 02:15:00,1
2019-08-19 02:17:00,1
2019-08-19 02:18:00,1
2019-08-19 02:19:00,1
2019-08-19 02:20:00,1
2019-08-19 02:22:00,1
2019-08-19 02:23:00,1
2019-08-19 02:24:00,1
2019-08-19 02:25:00,1
2019-08-19 02:28:00,1
2019-08-19 02:30:00,1
2019-08-19 02:33:00,1
2019-08-19 02:36:00,1
2019-08-19 02:38:00,1
2019-08-19 02:39:00,1
2019-08-19 02:40:00,1
2019-08-19 02:42:00,1
2019-08-19 02:43:00,1
2019-08-19 02:44:00,1
2019-08-19 02:45:00,1
2019-08-19 02:47:00,1
2019-08-19 02:48:00,1
2019-08-19 02:49:00,1
2019-08-19 02:51:00,1
2019-08-19 02:52:00,1
2019-08-19 02:53:00,1
2019-08-19 02:55:00,1
2019-08-19 02:56:00,1
2019-08-19 02:57:00,1
2019-08-19 02:59:00,1
2019-08-19 03:00:00,1
2019-08-19 03:02:00,1
2019-08-19 03:03:00,1
2019-08-19 03:05:00,1
2019-08-19 03:06:00,1
2019-08-19 03:07:00,1
2019-08-19 03:08:00,1
2019-08-19 03:10:00,1
2019-08-19 03:11:00,1
2019-08-19 03:13:00,1
2019-08-19 03:14:00,1
2019-08-19 03:15:00,1
2019-08-19 03:17:00,1
2019-08-19 03:18:00,1
2019-08-19 03:19:00,1
2019-08-19 03:21:00,1
2019-08-19 03:22:00,1
2019-08-19 03:23:00,1
2019-08-19 03:25:00,1
2019-08-19 03:26:00,1
2019-08-19 03:29:00,1
2019-08-19 03:30:00,1
2019-08-19 03:32:00,1
2019-08-19 03:34:00,1
2019-08-19 03:35:00,1
2019-08-19 03:37:00,1
2019-08-19 03:38:00,1
2019-08-19 03:39:00,1
2019-08-19 03:42:00,1
2019-08-19 03:43:00,1
2019-08-19 03:45:00,1
2019-08-19 03:46:00,1
2019-08-19 03:50:00,1
2019-08-19 03:51:00,1
2019-08-19 03:53:00,1
2019-08-19 03:55:00,1
2019-08-19 03:56:00,1
2019-08-19 03:57:00,1
2019-08-19 03:59:00,1
2019-08-19 04:00:00,1
2019-08-19 04:02:00,1
2019-08-19 04:03:00,1
2019-08-19 04:04:00,1
2019-08-19 04:05:00,1
2019-08-19 04:07:00,1
2019-08-19 04:08:00,1
2019-08-19 04:10:00,1
2019-08-19 04:11:00,1
2019-08-19 04:13:00,1
2019-08-19 04:14:00,1
2019-08-19 04:15:00,1
2019-08-19 04:17:00,1
2019-08-19 04:18:00,1
2019-08-19 04:20:00,1
2019-08-19 04:21:00,1
2019-08-19 04:23:00,1
2019-08-19 04:24:00,1
2019-08-19 04:27:00,1
2019-08-19 04:28:00,1
2019-08-19 04:30:00,1
2019-08-19 04:33:00,1
2019-08-19 04:34:00,1
2019-08-19 04:36:00,1
2019-08-19 04:37:00,1
2019-08-19 04:39:00,1
2019-08-19 04:40:00,1
2019-08-19 04:41:00,1
2019-08-19 04:43:00,1
2019-08-19 04:45:00,1
2019-08-19 04:46:00,1
2019-08-19 04:47:00,1
2019-08-19 04:50:00,1
2019-08-19 04:52:00,1
2019-08-19 04:53:00,1
2019-08-19 04:55:00,1
2019-08-19 04:56:00,1
2019-08-19 04:58:00,1
2019-08-19 04:59:00,1
2019-08-19 05:00:00,1
2019-08-19 05:02:00,1
2019-08-19 05:03:00,1
2019-08-19 05:05:00,1
2019-08-19 05:08:00,1
2019-08-19 05:09:00,1
2019-08-19 05:11:00,1
2019-08-19 05:12:00,1
2019-08-19 05:14:00,1
2019-08-19 05:15:00,1
2019-08-19 05:17:00,1
2019-08-19 05:18:00,1
2019-08-19 05:20:00,1
2019-08-19 05:21:00,1
2019-08-19 05:23:00,1
2019-08-19 05:24:00,1
2019-08-19 05:26:00,1
2019-08-19 05:27:00,1
2019-08-19 05:29:00,1
2019-08-19 05:30:00,1
2019-08-19 05:32:00,1
2019-08-19 05:33:00,1
2019-08-19 05:35:00,1
2019-08-19 05:36:00,1
2019-08-19 05:38:00,1
2019-08-19 05:40:00,1
2019-08-19 05:41:00,1
2019-08-19 05:45:00,1
2019-08-19 05:46:00,1
2019-08-19 05:48:00,1
2019-08-19 05:49:00,1
2019-08-19 05:51:00,1
2019-08-19 05:56:00,1
2019-08-19 05:57:00,1
2019-08-19 05:59:00,1
2019-08-19 06:01:00,1
2019-08-19 06:03:00,1
2019-08-19 06:05:00,1
2019-08-19 06:06:00,1
2019-08-19 06:08:00,1
2019-08-19 06:10:00,1
2019-08-19 06:12:00,1
2019-08-19 06:13:00,1
2019-08-19 06:15:00,1
2019-08-19 06:17:00,1
2019-08-19 06:19:00,1
2019-08-19 06:20:00,1
2019-08-19 06:22:00,1
2019-08-19 06:23:00,1
2019-08-19 06:25:00,1
2019-08-19 06:27:00,1
2019-08-19 06:29:00,1
2019-08-19 06:30:00,1
2019-08-19 06:32:00,1
2019-08-19 06:34:00,1
2019-08-19 06:36:00,1
2019-08-19 06:38:00,1
2019-08-19 06:39:00,1
2019-08-19 06:41:00,1
2019-08-19 06:43:00,1
2019-08-19 06:45:00,1
2019-08-19 06:47:00,1
2019-08-19 06:48:00,1
2019-08-19 06:50:00,1
2019-08-19 06:52:00,1
2019-08-19 06:54:00,1
2019-08-19 06:56:00,1
2019-08-19 06:58:00,1
2019-08-19 07:01:00,1
2019-08-19 07:03:00,1
2019-08-19 07:05:00,1
2019-08-19 07:07:00,1
2019-08-19 07:09:00,1
2019-08-19 07:11:00,1
2019-08-19 07:13:00,1
2019-08-19 07:15:00,1
2019-08-19 07:17:00,1
2019-08-19 07:18:00,1
2019-08-19 07:21:00,1
2019-08-19 07:23:00,1
2019-08-19 07:25:00,1
2019-08-19 07:27:00,1
2019-08-19 07:28:00,1
2019-08-19 07:30:00,1
2019-08-19 07:35:00,1
2019-08-19 07:37:00,1
2019-08-19 07:39:00,1
2019-08-19 07:41:00,1
2019-08-19 07:42:00,1
