109,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-08-19 00:05:00,1
2019-08-19 00:45:00,1
2019-08-19 01:45:00,1
2019-08-19 02:46:00,1
2019-08-19 03:45:00,1
2019-08-19 04:22:00,1
2019-08-19 04:46:00,1
2019-08-19 05:03:00,2
2019-08-19 05:08:00,1
2019-08-19 05:22:00,1
2019-08-19 05:28:00,1
2019-08-19 05:35:00,1
2019-08-19 05:44:00,2
2019-08-19 05:45:00,1
2019-08-19 05:46:00,1
2019-08-19 06:15:00,1
2019-08-19 06:18:00,1
2019-08-19 06:19:00,1
2019-08-19 06:23:00,8
2019-08-19 06:24:00,5
2019-08-19 06:27:00,1
2019-08-19 06:32:00,1
2019-08-19 06:41:00,1
2019-08-19 06:42:00,1
2019-08-19 06:45:00,1
2019-08-19 06:48:00,1
2019-08-19 07:35:00,1
2019-08-19 07:37:00,1
2019-08-19 07:39:00,9
2019-08-19 07:43:00,1
2019-08-19 07:45:00,1
2019-08-19 07:53:00,1
2019-08-19 07:57:00,1
2019-08-19 08:45:00,1
2019-08-19 09:00:00,9
2019-08-19 09:46:00,1
2019-08-19 10:45:00,1
2019-08-19 11:46:00,1
2019-08-19 12:45:00,1
2019-08-19 13:42:00,3
2019-08-19 13:43:00,5
2019-08-19 13:44:00,2
2019-08-19 13:45:00,3
2019-08-19 13:46:00,3
2019-08-19 13:47:00,1
2019-08-19 14:08:00,9
2019-08-19 14:47:00,1
2019-08-19 15:47:00,1
2019-08-19 16:23:00,9
2019-08-19 16:47:00,1
2019-08-19 17:48:00,1
2019-08-19 18:47:00,1
2019-08-19 19:47:00,1
