8,"select top # ra,dec,u,r,g,i,z from galaxy"
2019-08-19 09:43:00,1
2019-08-19 09:44:00,1
2019-08-19 09:47:00,2
2019-08-19 09:48:00,1
2019-08-19 09:49:00,1
2019-08-19 10:49:00,1
2019-08-19 10:50:00,1
