13,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-08-19 10:16:00,1
2019-08-19 11:01:00,1
2019-08-19 12:18:00,1
2019-08-19 12:36:00,1
2019-08-19 13:50:00,1
2019-08-19 14:18:00,1
2019-08-19 14:20:00,1
2019-08-19 14:21:00,1
2019-08-19 14:22:00,1
2019-08-19 14:29:00,1
2019-08-19 15:11:00,1
2019-08-19 18:50:00,1
2019-08-19 19:54:00,1
