62,select * from stellarMassPCAWiscM1# where specObjId=#
2019-05-22 00:36:00,1
2019-05-22 00:43:00,1
2019-05-22 01:15:00,1
2019-05-22 01:28:00,1
2019-05-22 02:09:00,1
2019-05-22 02:13:00,1
2019-05-22 02:32:00,1
2019-05-22 03:23:00,1
2019-05-22 04:20:00,1
2019-05-22 05:02:00,1
2019-05-22 05:15:00,1
2019-05-22 05:17:00,1
2019-05-22 05:43:00,1
2019-05-22 06:05:00,1
2019-05-22 06:23:00,1
2019-05-22 06:39:00,1
2019-05-22 06:51:00,1
2019-05-22 06:58:00,1
2019-05-22 07:22:00,1
2019-05-22 07:31:00,1
2019-05-22 08:19:00,1
2019-05-22 08:23:00,1
2019-05-22 08:38:00,1
2019-05-22 08:42:00,1
2019-05-22 08:44:00,1
2019-05-22 08:52:00,1
2019-05-22 08:56:00,1
2019-05-22 09:10:00,1
2019-05-22 09:16:00,1
2019-05-22 10:01:00,1
2019-05-22 10:33:00,1
2019-05-22 10:34:00,1
2019-05-22 11:08:00,1
2019-05-22 11:09:00,1
2019-05-22 11:56:00,1
2019-05-22 12:10:00,1
2019-05-22 12:18:00,1
2019-05-22 12:29:00,1
2019-05-22 12:31:00,1
2019-05-22 12:36:00,1
2019-05-22 13:20:00,1
2019-05-22 13:52:00,1
2019-05-22 14:35:00,1
2019-05-22 14:36:00,1
2019-05-22 15:29:00,1
2019-05-22 16:01:00,1
2019-05-22 16:10:00,1
2019-05-22 18:32:00,1
2019-05-22 18:38:00,1
2019-05-22 19:13:00,1
2019-05-22 19:16:00,1
2019-05-22 20:27:00,1
2019-05-22 20:47:00,1
2019-05-22 20:50:00,1
2019-05-22 20:51:00,1
2019-05-22 21:02:00,1
2019-05-22 21:17:00,1
2019-05-22 21:52:00,1
2019-05-22 22:06:00,1
2019-05-22 22:40:00,1
2019-05-22 23:08:00,1
2019-05-22 23:47:00,1
