17,"select top # z, zerr, ra, dec, bestObjID from specObj where class = &&& and z > # and zWarning = # and bestObjID = #"
2019-05-22 17:50:00,2
2019-05-22 17:51:00,1
2019-05-22 18:49:00,2
2019-05-22 20:35:00,2
2019-05-22 20:57:00,2
2019-05-22 22:39:00,2
2019-05-22 22:40:00,6
