1543,select * from FramePathProcessing where processed = # ORDER BY Id
2019-05-22 15:04:00,1
2019-05-22 16:19:00,19
2019-05-22 16:20:00,33
2019-05-22 16:21:00,33
2019-05-22 16:22:00,33
2019-05-22 16:23:00,33
2019-05-22 16:24:00,33
2019-05-22 16:25:00,32
2019-05-22 16:26:00,34
2019-05-22 16:27:00,32
2019-05-22 16:28:00,33
2019-05-22 16:29:00,32
2019-05-22 16:30:00,32
2019-05-22 16:31:00,30
2019-05-22 16:32:00,30
2019-05-22 16:33:00,32
2019-05-22 16:34:00,33
2019-05-22 16:35:00,32
2019-05-22 16:36:00,33
2019-05-22 16:37:00,33
2019-05-22 16:38:00,33
2019-05-22 16:39:00,33
2019-05-22 16:40:00,34
2019-05-22 16:41:00,32
2019-05-22 16:42:00,33
2019-05-22 16:43:00,32
2019-05-22 16:44:00,33
2019-05-22 16:45:00,32
2019-05-22 16:46:00,33
2019-05-22 16:47:00,32
2019-05-22 16:48:00,30
2019-05-22 16:49:00,29
2019-05-22 16:50:00,32
2019-05-22 16:51:00,33
2019-05-22 16:52:00,33
2019-05-22 16:53:00,32
2019-05-22 16:54:00,34
2019-05-22 16:55:00,33
2019-05-22 16:56:00,33
2019-05-22 16:57:00,33
2019-05-22 16:58:00,33
2019-05-22 16:59:00,32
2019-05-22 17:00:00,31
2019-05-22 17:01:00,32
2019-05-22 17:02:00,33
2019-05-22 17:03:00,33
2019-05-22 17:04:00,33
2019-05-22 17:05:00,29
2019-05-22 17:06:00,29
2019-05-22 17:07:00,6
