38,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-05-22 05:37:00,1
2019-05-22 05:39:00,3
2019-05-22 05:44:00,3
2019-05-22 05:45:00,4
2019-05-22 05:46:00,3
2019-05-22 05:47:00,5
2019-05-22 05:48:00,1
2019-05-22 05:52:00,1
2019-05-22 07:27:00,1
2019-05-22 08:27:00,1
2019-05-22 08:28:00,1
2019-05-22 08:30:00,1
2019-05-22 08:33:00,1
2019-05-22 08:35:00,1
2019-05-22 08:37:00,1
2019-05-22 08:39:00,1
2019-05-22 11:32:00,1
2019-05-22 12:59:00,1
2019-05-22 16:19:00,1
2019-05-22 16:20:00,1
2019-05-22 16:31:00,1
2019-05-22 16:32:00,1
2019-05-22 17:04:00,1
2019-05-22 18:56:00,1
2019-05-22 22:36:00,1
