44,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-05-22 02:18:00,1
2019-05-22 03:28:00,1
2019-05-22 04:45:00,1
2019-05-22 05:44:00,1
2019-05-22 05:46:00,1
2019-05-22 06:15:00,1
2019-05-22 06:20:00,1
2019-05-22 06:39:00,1
2019-05-22 07:14:00,1
2019-05-22 07:18:00,1
2019-05-22 07:19:00,1
2019-05-22 08:41:00,1
2019-05-22 09:12:00,2
2019-05-22 09:21:00,1
2019-05-22 09:44:00,1
2019-05-22 11:17:00,1
2019-05-22 11:18:00,1
2019-05-22 11:44:00,1
2019-05-22 12:19:00,1
2019-05-22 12:34:00,1
2019-05-22 12:57:00,1
2019-05-22 13:29:00,1
2019-05-22 13:52:00,1
2019-05-22 14:47:00,1
2019-05-22 15:49:00,1
2019-05-22 15:53:00,1
2019-05-22 16:04:00,1
2019-05-22 16:08:00,1
2019-05-22 16:25:00,1
2019-05-22 16:28:00,1
2019-05-22 19:21:00,1
2019-05-22 20:01:00,1
2019-05-22 20:26:00,1
2019-05-22 20:39:00,2
2019-05-22 20:40:00,1
2019-05-22 20:49:00,1
2019-05-22 21:02:00,1
2019-05-22 21:42:00,1
2019-05-22 22:51:00,1
2019-05-22 22:53:00,1
2019-05-22 23:06:00,1
2019-05-22 23:52:00,1
