70,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-05-22 00:20:00,1
2019-05-22 01:21:00,1
2019-05-22 01:27:00,1
2019-05-22 01:37:00,1
2019-05-22 03:08:00,1
2019-05-22 03:50:00,1
2019-05-22 04:41:00,1
2019-05-22 04:54:00,1
2019-05-22 04:56:00,1
2019-05-22 05:01:00,1
2019-05-22 06:03:00,1
2019-05-22 06:04:00,1
2019-05-22 06:51:00,1
2019-05-22 06:53:00,1
2019-05-22 07:17:00,1
2019-05-22 07:23:00,1
2019-05-22 07:45:00,1
2019-05-22 07:47:00,1
2019-05-22 08:07:00,2
2019-05-22 08:53:00,1
2019-05-22 08:56:00,1
2019-05-22 09:09:00,1
2019-05-22 09:38:00,1
2019-05-22 09:43:00,1
2019-05-22 09:53:00,1
2019-05-22 10:08:00,1
2019-05-22 10:36:00,1
2019-05-22 10:39:00,1
2019-05-22 10:52:00,1
2019-05-22 11:27:00,1
2019-05-22 11:44:00,1
2019-05-22 11:57:00,1
2019-05-22 11:59:00,1
2019-05-22 12:06:00,1
2019-05-22 13:50:00,1
2019-05-22 13:52:00,1
2019-05-22 13:56:00,1
2019-05-22 15:37:00,1
2019-05-22 15:44:00,1
2019-05-22 16:07:00,1
2019-05-22 16:16:00,1
2019-05-22 16:37:00,1
2019-05-22 16:43:00,1
2019-05-22 16:59:00,1
2019-05-22 17:07:00,1
2019-05-22 17:28:00,1
2019-05-22 17:31:00,1
2019-05-22 17:41:00,1
2019-05-22 17:44:00,1
2019-05-22 18:16:00,1
2019-05-22 19:19:00,1
2019-05-22 19:28:00,1
2019-05-22 20:29:00,1
2019-05-22 20:39:00,1
2019-05-22 20:41:00,1
2019-05-22 20:46:00,1
2019-05-22 20:48:00,1
2019-05-22 21:14:00,1
2019-05-22 21:52:00,1
2019-05-22 21:54:00,1
2019-05-22 22:06:00,1
2019-05-22 22:54:00,1
2019-05-22 23:17:00,1
2019-05-22 23:28:00,1
2019-05-22 23:46:00,1
2019-05-22 23:50:00,1
2019-05-22 23:54:00,1
2019-05-22 23:56:00,1
2019-05-22 23:58:00,1
