14,"select top # objid, ra, dec, g, r from galaxy where clean = # order by ra asc"
2019-05-22 10:18:00,1
2019-05-22 10:19:00,1
2019-05-22 10:21:00,1
2019-05-22 10:56:00,1
2019-05-22 10:59:00,1
2019-05-22 11:00:00,1
2019-05-22 11:06:00,1
2019-05-22 11:14:00,1
2019-05-22 11:24:00,1
2019-05-22 11:25:00,2
2019-05-22 11:33:00,1
2019-05-22 11:34:00,1
2019-05-22 11:37:00,1
