164,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-05-22 00:02:00,1
2019-05-22 00:09:00,2
2019-05-22 00:10:00,1
2019-05-22 00:11:00,1
2019-05-22 00:13:00,1
2019-05-22 00:14:00,1
2019-05-22 00:15:00,1
2019-05-22 00:16:00,1
2019-05-22 00:17:00,3
2019-05-22 00:18:00,2
2019-05-22 00:19:00,1
2019-05-22 00:21:00,2
2019-05-22 00:22:00,1
2019-05-22 00:23:00,1
2019-05-22 00:24:00,1
2019-05-22 00:27:00,1
2019-05-22 00:29:00,1
2019-05-22 00:30:00,1
2019-05-22 00:32:00,2
2019-05-22 00:35:00,1
2019-05-22 00:37:00,1
2019-05-22 00:44:00,1
2019-05-22 00:50:00,1
2019-05-22 00:53:00,1
2019-05-22 00:56:00,1
2019-05-22 00:58:00,1
2019-05-22 01:02:00,1
2019-05-22 01:04:00,2
2019-05-22 01:05:00,1
2019-05-22 01:07:00,1
2019-05-22 01:10:00,1
2019-05-22 01:12:00,3
2019-05-22 01:13:00,1
2019-05-22 01:15:00,3
2019-05-22 01:18:00,1
2019-05-22 01:24:00,1
2019-05-22 01:27:00,2
2019-05-22 01:28:00,1
2019-05-22 16:21:00,2
2019-05-22 16:29:00,1
2019-05-22 16:36:00,1
2019-05-22 16:42:00,1
2019-05-22 16:47:00,1
2019-05-22 16:53:00,1
2019-05-22 16:55:00,1
2019-05-22 16:57:00,1
2019-05-22 16:58:00,1
2019-05-22 17:03:00,1
2019-05-22 17:05:00,1
2019-05-22 17:07:00,1
2019-05-22 17:09:00,1
2019-05-22 17:11:00,1
2019-05-22 17:13:00,1
2019-05-22 17:14:00,1
2019-05-22 17:16:00,2
2019-05-22 17:17:00,1
2019-05-22 17:20:00,1
2019-05-22 17:22:00,2
2019-05-22 17:23:00,2
2019-05-22 17:31:00,2
2019-05-22 17:33:00,1
2019-05-22 17:35:00,1
2019-05-22 17:37:00,2
2019-05-22 17:38:00,2
2019-05-22 17:39:00,1
2019-05-22 17:42:00,2
2019-05-22 17:49:00,1
2019-05-22 17:50:00,1
2019-05-22 17:53:00,1
2019-05-22 17:55:00,1
2019-05-22 17:59:00,1
2019-05-22 18:02:00,1
2019-05-22 18:03:00,1
2019-05-22 18:05:00,1
2019-05-22 18:09:00,1
2019-05-22 18:10:00,1
2019-05-22 18:12:00,1
2019-05-22 18:16:00,2
2019-05-22 18:18:00,1
2019-05-22 18:20:00,2
2019-05-22 18:23:00,1
2019-05-22 18:24:00,1
2019-05-22 18:28:00,1
2019-05-22 18:31:00,1
2019-05-22 18:32:00,2
2019-05-22 18:38:00,2
2019-05-22 18:41:00,2
2019-05-22 18:42:00,1
2019-05-22 18:45:00,1
2019-05-22 18:46:00,2
2019-05-22 18:52:00,1
2019-05-22 18:59:00,1
2019-05-22 19:00:00,1
2019-05-22 19:01:00,1
2019-05-22 19:04:00,1
2019-05-22 19:06:00,1
2019-05-22 19:07:00,1
2019-05-22 19:09:00,1
2019-05-22 19:11:00,1
2019-05-22 19:12:00,1
2019-05-22 19:14:00,1
2019-05-22 19:15:00,2
2019-05-22 19:22:00,1
2019-05-22 19:23:00,2
2019-05-22 19:24:00,1
2019-05-22 19:26:00,3
2019-05-22 19:27:00,1
2019-05-22 19:29:00,1
2019-05-22 19:33:00,1
2019-05-22 19:34:00,1
2019-05-22 19:39:00,1
2019-05-22 19:41:00,1
2019-05-22 19:42:00,1
2019-05-22 19:45:00,1
2019-05-22 19:53:00,2
2019-05-22 19:56:00,2
2019-05-22 19:57:00,1
2019-05-22 19:59:00,1
2019-05-22 20:01:00,1
2019-05-22 20:02:00,3
2019-05-22 20:03:00,1
2019-05-22 20:04:00,1
2019-05-22 20:05:00,1
2019-05-22 20:11:00,1
2019-05-22 20:22:00,1
2019-05-22 20:24:00,2
2019-05-22 20:31:00,1
2019-05-22 20:34:00,1
2019-05-22 20:36:00,1
