187,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-22 06:22:00,1
2019-05-22 13:53:00,6
2019-05-22 13:56:00,160
2019-05-22 13:57:00,1
2019-05-22 15:00:00,1
2019-05-22 15:22:00,1
2019-05-22 15:23:00,1
2019-05-22 15:24:00,1
2019-05-22 15:45:00,1
2019-05-22 15:46:00,1
2019-05-22 15:48:00,2
2019-05-22 15:49:00,1
2019-05-22 16:04:00,1
2019-05-22 16:06:00,1
2019-05-22 16:08:00,1
2019-05-22 16:27:00,1
2019-05-22 16:29:00,1
2019-05-22 18:23:00,1
2019-05-22 20:56:00,1
2019-05-22 20:57:00,1
2019-05-22 20:58:00,1
2019-05-22 20:59:00,1
