250,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-05-22 00:45:00,1
2019-05-22 01:45:00,1
2019-05-22 02:45:00,1
2019-05-22 03:45:00,1
2019-05-22 04:45:00,1
2019-05-22 05:45:00,1
2019-05-22 05:57:00,8
2019-05-22 05:58:00,1
2019-05-22 06:14:00,9
2019-05-22 06:22:00,4
2019-05-22 06:23:00,5
2019-05-22 06:35:00,9
2019-05-22 06:40:00,9
2019-05-22 06:42:00,9
2019-05-22 06:46:00,9
2019-05-22 07:02:00,1
2019-05-22 07:50:00,1
2019-05-22 07:52:00,1
2019-05-22 07:59:00,1
2019-05-22 08:00:00,1
2019-05-22 08:04:00,1
2019-05-22 08:52:00,1
2019-05-22 08:54:00,1
2019-05-22 08:58:00,1
2019-05-22 08:59:00,1
2019-05-22 09:00:00,1
2019-05-22 09:01:00,2
2019-05-22 09:02:00,1
2019-05-22 09:03:00,1
2019-05-22 09:04:00,2
2019-05-22 09:06:00,2
2019-05-22 09:07:00,11
2019-05-22 09:08:00,1
2019-05-22 09:09:00,1
2019-05-22 09:10:00,2
2019-05-22 09:14:00,2
2019-05-22 09:15:00,1
2019-05-22 09:16:00,1
2019-05-22 09:17:00,1
2019-05-22 09:18:00,1
2019-05-22 09:19:00,2
2019-05-22 09:21:00,2
2019-05-22 09:22:00,1
2019-05-22 09:45:00,1
2019-05-22 10:30:00,2
2019-05-22 10:31:00,1
2019-05-22 10:32:00,1
2019-05-22 10:33:00,9
2019-05-22 10:34:00,1
2019-05-22 10:35:00,1
2019-05-22 10:37:00,2
2019-05-22 10:43:00,9
2019-05-22 10:45:00,1
2019-05-22 10:46:00,1
2019-05-22 10:47:00,1
2019-05-22 10:48:00,1
2019-05-22 10:49:00,1
2019-05-22 10:57:00,1
2019-05-22 10:58:00,1
2019-05-22 11:02:00,1
2019-05-22 11:03:00,1
2019-05-22 11:04:00,1
2019-05-22 11:05:00,1
2019-05-22 11:07:00,2
2019-05-22 11:08:00,2
2019-05-22 11:09:00,2
2019-05-22 11:11:00,2
2019-05-22 11:13:00,2
2019-05-22 11:14:00,2
2019-05-22 11:16:00,2
2019-05-22 11:17:00,2
2019-05-22 11:18:00,1
2019-05-22 11:19:00,2
2019-05-22 11:20:00,1
2019-05-22 11:22:00,2
2019-05-22 11:23:00,1
2019-05-22 11:24:00,1
2019-05-22 11:28:00,2
2019-05-22 11:29:00,1
2019-05-22 11:30:00,1
2019-05-22 11:32:00,2
2019-05-22 11:33:00,1
2019-05-22 11:34:00,1
2019-05-22 11:36:00,2
2019-05-22 11:37:00,2
2019-05-22 11:38:00,2
2019-05-22 11:41:00,2
2019-05-22 11:46:00,1
2019-05-22 12:00:00,2
2019-05-22 12:01:00,1
2019-05-22 12:02:00,1
2019-05-22 12:07:00,2
2019-05-22 12:08:00,1
2019-05-22 12:09:00,2
2019-05-22 12:10:00,1
2019-05-22 12:12:00,2
2019-05-22 12:13:00,2
2019-05-22 12:15:00,2
2019-05-22 12:16:00,1
2019-05-22 12:18:00,2
2019-05-22 12:21:00,1
2019-05-22 12:23:00,1
2019-05-22 12:24:00,2
2019-05-22 12:25:00,1
2019-05-22 12:26:00,1
2019-05-22 12:35:00,2
2019-05-22 12:37:00,2
2019-05-22 12:38:00,1
2019-05-22 12:39:00,1
2019-05-22 12:45:00,1
2019-05-22 13:44:00,9
2019-05-22 13:45:00,1
2019-05-22 15:05:00,1
2019-05-22 15:45:00,1
2019-05-22 16:12:00,9
2019-05-22 16:45:00,1
2019-05-22 17:45:00,1
2019-05-22 18:45:00,1
2019-05-22 19:45:00,1
