59,select * from stellarMassPassivePort where specObjId=#
2019-05-22 00:46:00,1
2019-05-22 01:09:00,1
2019-05-22 01:10:00,1
2019-05-22 01:24:00,1
2019-05-22 01:32:00,1
2019-05-22 01:53:00,1
2019-05-22 02:03:00,1
2019-05-22 02:27:00,1
2019-05-22 03:09:00,1
2019-05-22 03:45:00,1
2019-05-22 04:10:00,1
2019-05-22 05:27:00,1
2019-05-22 05:45:00,1
2019-05-22 05:57:00,1
2019-05-22 06:12:00,1
2019-05-22 06:21:00,1
2019-05-22 06:59:00,1
2019-05-22 07:13:00,1
2019-05-22 07:51:00,1
2019-05-22 08:23:00,1
2019-05-22 08:59:00,1
2019-05-22 09:02:00,1
2019-05-22 09:20:00,1
2019-05-22 09:58:00,1
2019-05-22 10:27:00,1
2019-05-22 10:30:00,1
2019-05-22 12:09:00,1
2019-05-22 12:46:00,1
2019-05-22 12:50:00,1
2019-05-22 12:53:00,1
2019-05-22 13:52:00,1
2019-05-22 14:16:00,1
2019-05-22 14:40:00,1
2019-05-22 15:04:00,1
2019-05-22 15:07:00,1
2019-05-22 15:17:00,1
2019-05-22 15:46:00,1
2019-05-22 15:56:00,1
2019-05-22 16:12:00,1
2019-05-22 16:38:00,1
2019-05-22 17:33:00,1
2019-05-22 17:36:00,1
2019-05-22 17:58:00,1
2019-05-22 18:21:00,1
2019-05-22 18:53:00,1
2019-05-22 19:41:00,1
2019-05-22 19:42:00,1
2019-05-22 20:24:00,1
2019-05-22 20:39:00,1
2019-05-22 20:44:00,1
2019-05-22 20:49:00,1
2019-05-22 21:13:00,1
2019-05-22 21:47:00,1
2019-05-22 21:53:00,1
2019-05-22 22:24:00,1
2019-05-22 23:05:00,1
2019-05-22 23:08:00,1
2019-05-22 23:31:00,1
2019-05-22 23:34:00,1
