1488,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-05-22 17:54:00,9
2019-05-22 17:55:00,10
2019-05-22 17:56:00,13
2019-05-22 17:57:00,10
2019-05-22 17:58:00,11
2019-05-22 17:59:00,10
2019-05-22 18:00:00,10
2019-05-22 18:01:00,10
2019-05-22 18:02:00,10
2019-05-22 18:03:00,10
2019-05-22 18:04:00,11
2019-05-22 18:05:00,10
2019-05-22 18:06:00,8
2019-05-22 18:07:00,10
2019-05-22 18:08:00,10
2019-05-22 18:09:00,6
2019-05-22 18:10:00,21
2019-05-22 18:11:00,13
2019-05-22 18:12:00,12
2019-05-22 18:13:00,7
2019-05-22 18:14:00,8
2019-05-22 18:15:00,3
2019-05-22 18:16:00,6
2019-05-22 18:17:00,3
2019-05-22 18:18:00,3
2019-05-22 18:19:00,7
2019-05-22 18:20:00,4
2019-05-22 18:21:00,6
2019-05-22 18:22:00,7
2019-05-22 18:23:00,5
2019-05-22 18:24:00,6
2019-05-22 18:25:00,8
2019-05-22 18:26:00,6
2019-05-22 18:27:00,10
2019-05-22 18:28:00,13
2019-05-22 18:29:00,11
2019-05-22 18:30:00,10
2019-05-22 18:31:00,9
2019-05-22 18:32:00,10
2019-05-22 18:33:00,9
2019-05-22 18:34:00,19
2019-05-22 18:35:00,18
2019-05-22 18:36:00,18
2019-05-22 18:37:00,18
2019-05-22 18:38:00,20
2019-05-22 18:39:00,19
2019-05-22 18:40:00,19
2019-05-22 18:41:00,18
2019-05-22 18:42:00,20
2019-05-22 18:43:00,18
2019-05-22 18:44:00,23
2019-05-22 18:45:00,16
2019-05-22 18:46:00,18
2019-05-22 18:47:00,17
2019-05-22 18:48:00,14
2019-05-22 18:49:00,18
2019-05-22 18:50:00,17
2019-05-22 18:51:00,18
2019-05-22 18:52:00,19
2019-05-22 18:53:00,19
2019-05-22 18:54:00,16
2019-05-22 18:55:00,22
2019-05-22 18:56:00,20
2019-05-22 18:57:00,20
2019-05-22 18:58:00,21
2019-05-22 18:59:00,20
2019-05-22 19:00:00,20
2019-05-22 19:01:00,19
2019-05-22 19:02:00,15
2019-05-22 19:03:00,18
2019-05-22 19:04:00,16
2019-05-22 19:05:00,14
2019-05-22 19:06:00,19
2019-05-22 19:07:00,14
2019-05-22 19:08:00,14
2019-05-22 19:09:00,12
2019-05-22 19:10:00,14
2019-05-22 19:11:00,19
2019-05-22 19:12:00,18
2019-05-22 19:13:00,17
2019-05-22 19:14:00,18
2019-05-22 19:15:00,19
2019-05-22 19:16:00,16
2019-05-22 19:17:00,18
2019-05-22 19:18:00,18
2019-05-22 19:19:00,22
2019-05-22 19:20:00,19
2019-05-22 19:21:00,20
2019-05-22 19:22:00,23
2019-05-22 19:23:00,23
2019-05-22 19:24:00,8
2019-05-22 19:25:00,8
2019-05-22 19:26:00,7
2019-05-22 19:27:00,7
2019-05-22 19:28:00,8
2019-05-22 19:29:00,7
2019-05-22 19:30:00,7
2019-05-22 19:31:00,8
2019-05-22 19:32:00,7
2019-05-22 20:40:00,3
2019-05-22 20:41:00,9
2019-05-22 20:42:00,10
2019-05-22 20:43:00,9
2019-05-22 20:44:00,10
2019-05-22 20:45:00,10
2019-05-22 20:46:00,10
2019-05-22 20:47:00,10
2019-05-22 20:48:00,9
2019-05-22 20:49:00,9
2019-05-22 20:50:00,9
2019-05-22 20:51:00,11
2019-05-22 20:52:00,9
2019-05-22 20:53:00,9
2019-05-22 20:54:00,9
2019-05-22 20:55:00,11
2019-05-22 20:56:00,8
2019-05-22 21:00:00,1
