803,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-01-27 13:32:00,89
2019-01-27 13:33:00,39
2019-01-27 13:34:00,95
2019-01-27 13:35:00,14
2019-01-27 13:38:00,30
2019-01-27 13:39:00,90
2019-01-27 13:40:00,59
2019-01-27 13:41:00,38
2019-01-27 13:42:00,36
2019-01-27 13:43:00,42
2019-01-27 13:45:00,75
2019-01-27 13:47:00,53
2019-01-27 13:49:00,12
2019-01-27 13:50:00,19
2019-01-27 13:52:00,97
2019-01-27 13:53:00,15
