860,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-27 00:50:00,20
2019-01-27 00:51:00,41
2019-01-27 00:52:00,41
2019-01-27 00:53:00,47
2019-01-27 00:54:00,48
2019-01-27 00:55:00,40
2019-01-27 00:56:00,41
2019-01-27 00:57:00,53
2019-01-27 00:58:00,55
2019-01-27 00:59:00,53
2019-01-27 01:00:00,45
2019-01-27 01:01:00,41
2019-01-27 01:02:00,40
2019-01-27 01:03:00,41
2019-01-27 01:04:00,29
2019-01-27 01:35:00,1
2019-01-27 06:10:00,1
2019-01-27 07:08:00,30
2019-01-27 07:17:00,15
2019-01-27 07:21:00,12
2019-01-27 07:22:00,25
2019-01-27 07:43:00,5
2019-01-27 07:49:00,24
2019-01-27 08:28:00,29
2019-01-27 08:29:00,38
2019-01-27 10:49:00,4
2019-01-27 10:50:00,21
2019-01-27 12:03:00,20
