81,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-01-27 00:48:00,1
2019-01-27 00:49:00,1
2019-01-27 00:51:00,1
2019-01-27 00:53:00,1
2019-01-27 00:55:00,1
2019-01-27 00:58:00,1
2019-01-27 01:00:00,1
2019-01-27 01:02:00,1
2019-01-27 01:12:00,1
2019-01-27 01:16:00,1
2019-01-27 01:18:00,1
2019-01-27 01:25:00,1
2019-01-27 01:32:00,1
2019-01-27 01:39:00,1
2019-01-27 01:41:00,1
2019-01-27 01:48:00,1
2019-01-27 01:50:00,1
2019-01-27 01:52:00,1
2019-01-27 01:55:00,1
2019-01-27 01:57:00,1
2019-01-27 01:59:00,1
2019-01-27 02:02:00,1
2019-01-27 02:05:00,1
2019-01-27 02:09:00,1
2019-01-27 02:11:00,1
2019-01-27 02:14:00,1
2019-01-27 02:17:00,1
2019-01-27 02:21:00,1
2019-01-27 02:24:00,1
2019-01-27 02:26:00,1
2019-01-27 02:28:00,1
2019-01-27 02:30:00,1
2019-01-27 02:33:00,1
2019-01-27 02:35:00,1
2019-01-27 02:37:00,1
2019-01-27 02:40:00,1
2019-01-27 02:42:00,1
2019-01-27 02:45:00,1
2019-01-27 02:48:00,1
2019-01-27 02:51:00,1
2019-01-27 02:54:00,1
2019-01-27 02:56:00,1
2019-01-27 03:00:00,1
2019-01-27 03:04:00,1
2019-01-27 03:06:00,1
2019-01-27 03:10:00,1
2019-01-27 03:14:00,1
2019-01-27 03:17:00,1
2019-01-27 03:21:00,1
2019-01-27 03:30:00,1
2019-01-27 03:37:00,1
2019-01-27 03:42:00,1
2019-01-27 03:45:00,1
2019-01-27 03:50:00,1
2019-01-27 03:53:00,1
2019-01-27 03:58:00,1
2019-01-27 04:04:00,1
2019-01-27 04:13:00,1
2019-01-27 04:25:00,1
2019-01-27 04:28:00,1
2019-01-27 04:39:00,1
2019-01-27 04:42:00,1
2019-01-27 04:47:00,1
2019-01-27 04:56:00,1
2019-01-27 04:59:00,1
2019-01-27 05:03:00,1
2019-01-27 05:08:00,1
2019-01-27 05:11:00,1
2019-01-27 05:21:00,1
2019-01-27 05:26:00,1
2019-01-27 05:37:00,1
2019-01-27 05:44:00,2
2019-01-27 05:46:00,1
2019-01-27 05:49:00,1
2019-01-27 05:50:00,1
2019-01-27 05:52:00,1
2019-01-27 05:53:00,1
2019-01-27 06:00:00,1
2019-01-27 06:01:00,1
2019-01-27 06:02:00,1
