26,select fieldid from field where medianpsfcolor_z between .# and # and q_u between # and #
2019-01-27 10:43:00,3
2019-01-27 10:46:00,5
2019-01-27 10:52:00,9
2019-01-27 10:53:00,2
2019-01-27 10:54:00,3
2019-01-27 11:00:00,4
