1329,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-27 00:01:00,6
2019-01-27 00:06:00,3
2019-01-27 00:11:00,7
2019-01-27 00:16:00,3
2019-01-27 00:21:00,6
2019-01-27 00:26:00,3
2019-01-27 00:31:00,6
2019-01-27 00:36:00,3
2019-01-27 00:41:00,6
2019-01-27 00:46:00,3
2019-01-27 00:51:00,6
2019-01-27 00:56:00,3
2019-01-27 01:01:00,6
2019-01-27 01:06:00,3
2019-01-27 01:11:00,6
2019-01-27 01:16:00,3
2019-01-27 01:21:00,6
2019-01-27 01:26:00,3
2019-01-27 01:31:00,6
2019-01-27 01:36:00,3
2019-01-27 01:41:00,6
2019-01-27 01:46:00,3
2019-01-27 01:51:00,8
2019-01-27 01:56:00,3
2019-01-27 02:01:00,6
2019-01-27 02:06:00,3
2019-01-27 02:11:00,6
2019-01-27 02:16:00,3
2019-01-27 02:21:00,6
2019-01-27 02:26:00,3
2019-01-27 02:31:00,6
2019-01-27 02:36:00,3
2019-01-27 02:41:00,6
2019-01-27 02:46:00,3
2019-01-27 02:51:00,6
2019-01-27 02:56:00,3
2019-01-27 03:01:00,6
2019-01-27 03:06:00,3
2019-01-27 03:11:00,6
2019-01-27 03:16:00,3
2019-01-27 03:21:00,8
2019-01-27 03:26:00,3
2019-01-27 03:31:00,6
2019-01-27 03:36:00,3
2019-01-27 03:41:00,6
2019-01-27 03:46:00,3
2019-01-27 03:51:00,6
2019-01-27 03:56:00,3
2019-01-27 04:01:00,6
2019-01-27 04:06:00,3
2019-01-27 04:11:00,6
2019-01-27 04:16:00,3
2019-01-27 04:21:00,6
2019-01-27 04:26:00,3
2019-01-27 04:31:00,6
2019-01-27 04:36:00,3
2019-01-27 04:41:00,8
2019-01-27 04:46:00,3
2019-01-27 04:51:00,8
2019-01-27 04:56:00,3
2019-01-27 05:01:00,6
2019-01-27 05:06:00,3
2019-01-27 05:11:00,6
2019-01-27 05:16:00,3
2019-01-27 05:21:00,6
2019-01-27 05:26:00,3
2019-01-27 05:31:00,7
2019-01-27 05:36:00,3
2019-01-27 05:41:00,6
2019-01-27 05:46:00,3
2019-01-27 05:51:00,6
2019-01-27 05:56:00,3
2019-01-27 06:01:00,8
2019-01-27 06:06:00,3
2019-01-27 06:11:00,6
2019-01-27 06:16:00,3
2019-01-27 06:21:00,6
2019-01-27 06:26:00,3
2019-01-27 06:31:00,6
2019-01-27 06:36:00,3
2019-01-27 06:41:00,6
2019-01-27 06:46:00,3
2019-01-27 06:51:00,6
2019-01-27 06:56:00,3
2019-01-27 07:01:00,6
2019-01-27 07:06:00,3
2019-01-27 07:11:00,6
2019-01-27 07:16:00,3
2019-01-27 07:21:00,6
2019-01-27 07:26:00,3
2019-01-27 07:31:00,6
2019-01-27 07:36:00,3
2019-01-27 07:41:00,6
2019-01-27 07:46:00,3
2019-01-27 07:51:00,6
2019-01-27 07:56:00,3
2019-01-27 08:01:00,6
2019-01-27 08:06:00,3
2019-01-27 08:11:00,6
2019-01-27 08:16:00,3
2019-01-27 08:21:00,6
2019-01-27 08:26:00,3
2019-01-27 08:31:00,6
2019-01-27 08:36:00,3
2019-01-27 08:41:00,7
2019-01-27 08:46:00,3
2019-01-27 08:51:00,6
2019-01-27 08:56:00,4
2019-01-27 09:01:00,6
2019-01-27 09:06:00,4
2019-01-27 09:11:00,6
2019-01-27 09:16:00,3
2019-01-27 09:21:00,6
2019-01-27 09:26:00,3
2019-01-27 09:31:00,5
2019-01-27 09:32:00,1
2019-01-27 09:36:00,3
2019-01-27 09:41:00,6
2019-01-27 09:46:00,3
2019-01-27 09:51:00,6
2019-01-27 09:56:00,3
2019-01-27 10:02:00,8
2019-01-27 10:06:00,3
2019-01-27 10:12:00,7
2019-01-27 10:16:00,3
2019-01-27 10:22:00,7
2019-01-27 10:26:00,3
2019-01-27 10:32:00,6
2019-01-27 10:36:00,3
2019-01-27 10:42:00,6
2019-01-27 10:46:00,3
2019-01-27 10:52:00,6
2019-01-27 10:56:00,3
2019-01-27 11:02:00,6
2019-01-27 11:06:00,3
2019-01-27 11:12:00,7
2019-01-27 11:16:00,3
2019-01-27 11:22:00,6
2019-01-27 11:26:00,3
2019-01-27 11:32:00,8
2019-01-27 11:36:00,3
2019-01-27 11:42:00,8
2019-01-27 11:46:00,3
2019-01-27 11:52:00,6
2019-01-27 11:56:00,3
2019-01-27 12:02:00,6
2019-01-27 12:06:00,3
2019-01-27 12:12:00,6
2019-01-27 12:16:00,3
2019-01-27 12:22:00,6
2019-01-27 12:26:00,3
2019-01-27 12:32:00,6
2019-01-27 12:36:00,3
2019-01-27 12:42:00,6
2019-01-27 12:46:00,3
2019-01-27 12:52:00,6
2019-01-27 12:56:00,3
2019-01-27 13:02:00,7
