24,select * from PhotoObj where objId=#
2019-04-14 00:22:00,1
2019-04-14 02:11:00,1
2019-04-14 03:03:00,1
2019-04-14 04:27:00,1
2019-04-14 05:23:00,1
2019-04-14 07:30:00,1
2019-04-14 09:35:00,1
2019-04-14 09:50:00,1
2019-04-14 09:58:00,1
2019-04-14 10:01:00,1
2019-04-14 10:57:00,1
2019-04-14 13:01:00,1
2019-04-14 15:53:00,1
2019-04-14 15:57:00,1
2019-04-14 16:15:00,1
2019-04-14 16:47:00,1
2019-04-14 16:55:00,1
2019-04-14 20:28:00,1
2019-04-14 20:32:00,1
2019-04-14 21:20:00,1
2019-04-14 21:59:00,1
2019-04-14 22:18:00,1
2019-04-14 22:35:00,1
2019-04-14 23:40:00,1
