213,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-04-14 17:28:00,5
2019-04-14 17:29:00,5
2019-04-14 17:31:00,2
2019-04-14 17:33:00,4
2019-04-14 17:34:00,6
2019-04-14 17:37:00,2
2019-04-14 17:39:00,2
2019-04-14 17:41:00,2
2019-04-14 17:43:00,2
2019-04-14 17:44:00,2
2019-04-14 17:45:00,4
2019-04-14 17:46:00,2
2019-04-14 17:47:00,2
2019-04-14 17:51:00,4
2019-04-14 17:52:00,4
2019-04-14 17:53:00,2
2019-04-14 17:56:00,2
2019-04-14 17:57:00,4
2019-04-14 17:59:00,4
2019-04-14 18:00:00,2
2019-04-14 18:02:00,4
2019-04-14 18:03:00,1
2019-04-14 18:04:00,1
2019-04-14 18:05:00,4
2019-04-14 18:06:00,1
2019-04-14 18:08:00,2
2019-04-14 18:09:00,7
2019-04-14 18:12:00,2
2019-04-14 18:13:00,4
2019-04-14 18:14:00,2
2019-04-14 18:15:00,4
2019-04-14 18:16:00,4
2019-04-14 18:19:00,9
2019-04-14 18:20:00,2
2019-04-14 18:22:00,2
2019-04-14 18:24:00,5
2019-04-14 18:25:00,5
2019-04-14 18:27:00,3
2019-04-14 18:30:00,2
2019-04-14 18:31:00,2
2019-04-14 18:32:00,7
2019-04-14 18:33:00,2
2019-04-14 18:35:00,2
2019-04-14 18:36:00,4
2019-04-14 18:37:00,2
2019-04-14 18:38:00,2
2019-04-14 18:39:00,2
2019-04-14 18:40:00,2
2019-04-14 18:41:00,2
2019-04-14 18:42:00,2
2019-04-14 18:43:00,6
2019-04-14 18:44:00,4
2019-04-14 18:46:00,2
2019-04-14 18:47:00,2
2019-04-14 18:48:00,4
2019-04-14 18:49:00,6
2019-04-14 18:51:00,2
2019-04-14 18:53:00,4
2019-04-14 18:54:00,6
2019-04-14 18:55:00,2
2019-04-14 18:57:00,4
2019-04-14 18:58:00,2
2019-04-14 18:59:00,2
2019-04-14 19:00:00,4
2019-04-14 19:01:00,4
2019-04-14 19:03:00,2
2019-04-14 19:04:00,2
