2,"SELECT into mydb.ulala_#   objID, ra, dec, z, zErr,     kcorr_u, kcorr_g, kcorr_r, kcorr_i, kcorr_,z    FROM   Photoz    WHERE     ra > # and ra < # and dec > # and dec < #"
2019-04-14 08:06:00,1
2019-04-14 08:08:00,1
