223,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-14 00:03:00,1
2019-04-14 00:10:00,2
2019-04-14 00:15:00,2
2019-04-14 00:45:00,1
2019-04-14 00:50:00,1
2019-04-14 01:02:00,1
2019-04-14 01:05:00,2
2019-04-14 01:07:00,1
2019-04-14 01:10:00,1
2019-04-14 01:13:00,1
2019-04-14 01:15:00,1
2019-04-14 01:20:00,1
2019-04-14 01:25:00,1
2019-04-14 02:25:00,2
2019-04-14 02:30:00,1
2019-04-14 02:40:00,5
2019-04-14 02:45:00,4
2019-04-14 03:01:00,1
2019-04-14 03:05:00,9
2019-04-14 03:09:00,1
2019-04-14 03:10:00,4
2019-04-14 03:11:00,1
2019-04-14 03:15:00,3
2019-04-14 03:17:00,1
2019-04-14 03:19:00,1
2019-04-14 03:20:00,2
2019-04-14 03:25:00,1
2019-04-14 03:27:00,1
2019-04-14 03:32:00,1
2019-04-14 03:35:00,15
2019-04-14 03:40:00,12
2019-04-14 03:43:00,1
2019-04-14 03:52:00,1
2019-04-14 03:59:00,1
2019-04-14 04:07:00,1
2019-04-14 04:15:00,1
2019-04-14 04:20:00,25
2019-04-14 04:25:00,21
2019-04-14 08:35:00,1
2019-04-14 08:45:00,6
2019-04-14 08:50:00,3
2019-04-14 10:03:00,1
2019-04-14 10:05:00,2
2019-04-14 10:08:00,1
2019-04-14 10:15:00,1
2019-04-14 11:55:00,1
2019-04-14 12:05:00,2
2019-04-14 12:55:00,4
2019-04-14 13:00:00,3
2019-04-14 14:02:00,1
2019-04-14 14:05:00,1
2019-04-14 14:08:00,1
2019-04-14 15:00:00,5
2019-04-14 15:05:00,2
2019-04-14 16:02:00,1
2019-04-14 16:10:00,1
2019-04-14 16:15:00,2
2019-04-14 16:20:00,1
2019-04-14 17:05:00,8
2019-04-14 19:03:00,1
2019-04-14 19:05:00,4
2019-04-14 19:09:00,1
2019-04-14 19:15:00,1
2019-04-14 19:16:00,1
2019-04-14 19:20:00,1
2019-04-14 19:22:00,1
2019-04-14 19:25:00,7
2019-04-14 19:28:00,1
2019-04-14 19:30:00,6
2019-04-14 20:15:00,1
2019-04-14 20:40:00,1
2019-04-14 20:45:00,1
2019-04-14 20:55:00,4
2019-04-14 21:00:00,2
2019-04-14 21:15:00,1
2019-04-14 21:20:00,1
2019-04-14 21:55:00,7
2019-04-14 22:00:00,1
