8,SELECT * FROM A3#_Shinta_#_#
2019-04-14 10:37:00,1
2019-04-14 10:38:00,1
2019-04-14 10:44:00,2
2019-04-14 11:15:00,2
2019-04-14 11:30:00,1
2019-04-14 11:34:00,1
