14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-04-14 13:55:00,1
2019-04-14 13:58:00,1
2019-04-14 14:02:00,1
2019-04-14 14:11:00,1
2019-04-14 14:14:00,1
2019-04-14 14:19:00,1
2019-04-14 14:24:00,1
2019-04-14 14:27:00,1
2019-04-14 14:30:00,1
2019-04-14 15:04:00,1
2019-04-14 15:08:00,1
2019-04-14 15:48:00,1
2019-04-14 15:52:00,1
2019-04-14 15:54:00,1
