29,select * from emissionLinesPort where specObjId=#
2019-04-14 00:09:00,1
2019-04-14 00:50:00,1
2019-04-14 02:08:00,1
2019-04-14 02:30:00,1
2019-04-14 03:36:00,1
2019-04-14 04:02:00,1
2019-04-14 04:33:00,1
2019-04-14 04:47:00,1
2019-04-14 06:01:00,1
2019-04-14 06:09:00,1
2019-04-14 06:28:00,1
2019-04-14 07:47:00,1
2019-04-14 08:16:00,1
2019-04-14 08:58:00,1
2019-04-14 10:43:00,1
2019-04-14 11:53:00,1
2019-04-14 12:33:00,1
2019-04-14 12:41:00,1
2019-04-14 15:21:00,1
2019-04-14 16:16:00,1
2019-04-14 17:23:00,1
2019-04-14 17:34:00,1
2019-04-14 20:00:00,1
2019-04-14 20:08:00,1
2019-04-14 21:26:00,1
2019-04-14 21:35:00,1
2019-04-14 23:14:00,1
2019-04-14 23:19:00,1
2019-04-14 23:50:00,1
