25,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE"
2019-04-14 19:38:00,1
2019-04-14 19:56:00,1
2019-04-14 20:18:00,1
2019-04-14 20:25:00,1
2019-04-14 20:43:00,1
2019-04-14 20:45:00,1
2019-04-14 20:48:00,1
2019-04-14 20:49:00,1
2019-04-14 20:53:00,1
2019-04-14 20:54:00,1
2019-04-14 21:12:00,1
2019-04-14 21:23:00,1
2019-04-14 23:03:00,1
2019-04-14 23:09:00,1
2019-04-14 23:18:00,1
2019-04-14 23:19:00,1
2019-04-14 23:20:00,1
2019-04-14 23:30:00,1
2019-04-14 23:32:00,1
2019-04-14 23:38:00,1
2019-04-14 23:39:00,1
2019-04-14 23:51:00,2
2019-04-14 23:54:00,1
2019-04-14 23:56:00,1
