21,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-04-14 00:01:00,1
2019-04-14 00:57:00,1
2019-04-14 01:18:00,1
2019-04-14 01:31:00,1
2019-04-14 02:49:00,1
2019-04-14 03:44:00,1
2019-04-14 04:13:00,1
2019-04-14 05:16:00,1
2019-04-14 07:50:00,1
2019-04-14 08:14:00,1
2019-04-14 09:55:00,1
2019-04-14 10:31:00,1
2019-04-14 11:17:00,1
2019-04-14 12:22:00,1
2019-04-14 12:42:00,1
2019-04-14 15:08:00,1
2019-04-14 16:47:00,1
2019-04-14 17:20:00,1
2019-04-14 20:10:00,1
2019-04-14 20:29:00,1
2019-04-14 20:41:00,1
