32,select * from galSpecLine where specObjId=#
2019-04-14 00:18:00,1
2019-04-14 04:11:00,1
2019-04-14 05:27:00,1
2019-04-14 05:30:00,1
2019-04-14 06:04:00,1
2019-04-14 06:11:00,1
2019-04-14 07:09:00,5
2019-04-14 07:25:00,1
2019-04-14 09:27:00,1
2019-04-14 10:26:00,1
2019-04-14 10:29:00,2
2019-04-14 10:57:00,1
2019-04-14 11:46:00,1
2019-04-14 13:39:00,1
2019-04-14 14:09:00,1
2019-04-14 15:16:00,1
2019-04-14 15:17:00,1
2019-04-14 15:29:00,1
2019-04-14 15:36:00,1
2019-04-14 16:33:00,1
2019-04-14 18:02:00,1
2019-04-14 18:13:00,1
2019-04-14 18:48:00,1
2019-04-14 19:30:00,1
2019-04-14 19:55:00,1
2019-04-14 21:37:00,1
2019-04-14 22:36:00,1
