43,select * from sppLines where specObjId=#
2019-04-14 03:21:00,4
2019-04-14 03:26:00,1
2019-04-14 03:28:00,1
2019-04-14 03:39:00,1
2019-04-14 03:44:00,1
2019-04-14 05:09:00,1
2019-04-14 05:38:00,1
2019-04-14 06:08:00,1
2019-04-14 06:18:00,1
2019-04-14 06:36:00,1
2019-04-14 07:18:00,1
2019-04-14 07:33:00,1
2019-04-14 10:01:00,1
2019-04-14 10:40:00,1
2019-04-14 11:19:00,1
2019-04-14 12:23:00,1
2019-04-14 12:58:00,1
2019-04-14 13:00:00,1
2019-04-14 13:25:00,1
2019-04-14 14:01:00,1
2019-04-14 14:16:00,1
2019-04-14 15:06:00,1
2019-04-14 15:10:00,1
2019-04-14 15:17:00,1
2019-04-14 15:21:00,1
2019-04-14 15:40:00,1
2019-04-14 17:40:00,1
2019-04-14 18:00:00,1
2019-04-14 18:13:00,1
2019-04-14 18:19:00,1
2019-04-14 18:32:00,1
2019-04-14 19:21:00,1
2019-04-14 19:23:00,1
2019-04-14 21:01:00,1
2019-04-14 21:44:00,1
2019-04-14 21:45:00,1
2019-04-14 22:51:00,1
2019-04-14 23:17:00,1
2019-04-14 23:19:00,1
2019-04-14 23:40:00,1
