266,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-29 18:38:00,1
2019-09-29 18:41:00,1
2019-09-29 18:44:00,1
2019-09-29 18:45:00,1
2019-09-29 18:46:00,1
2019-09-29 18:47:00,1
2019-09-29 18:49:00,1
2019-09-29 18:52:00,1
2019-09-29 18:54:00,1
2019-09-29 18:57:00,1
2019-09-29 19:00:00,1
2019-09-29 19:03:00,1
2019-09-29 19:05:00,2
2019-09-29 19:06:00,1
2019-09-29 19:09:00,1
2019-09-29 19:12:00,1
2019-09-29 19:14:00,2
2019-09-29 19:17:00,1
2019-09-29 19:19:00,1
2019-09-29 19:21:00,1
2019-09-29 19:22:00,2
2019-09-29 19:23:00,2
2019-09-29 19:24:00,1
2019-09-29 19:25:00,1
2019-09-29 19:27:00,1
2019-09-29 19:28:00,1
2019-09-29 19:29:00,1
2019-09-29 19:31:00,1
2019-09-29 19:32:00,1
2019-09-29 19:33:00,1
2019-09-29 19:36:00,2
2019-09-29 19:37:00,1
2019-09-29 19:39:00,2
2019-09-29 19:41:00,2
2019-09-29 19:42:00,2
2019-09-29 19:44:00,1
2019-09-29 19:45:00,1
2019-09-29 19:46:00,1
2019-09-29 19:47:00,1
2019-09-29 19:49:00,2
2019-09-29 19:50:00,2
2019-09-29 19:51:00,2
2019-09-29 19:52:00,1
2019-09-29 19:53:00,1
2019-09-29 19:54:00,1
2019-09-29 19:56:00,1
2019-09-29 19:57:00,2
2019-09-29 19:58:00,1
2019-09-29 19:59:00,1
2019-09-29 20:00:00,1
2019-09-29 20:02:00,1
2019-09-29 20:03:00,1
2019-09-29 20:04:00,1
2019-09-29 20:06:00,1
2019-09-29 20:07:00,1
2019-09-29 20:08:00,1
2019-09-29 20:09:00,1
2019-09-29 20:10:00,1
2019-09-29 20:11:00,1
2019-09-29 20:12:00,1
2019-09-29 20:13:00,2
2019-09-29 20:15:00,1
2019-09-29 20:16:00,1
2019-09-29 20:17:00,1
2019-09-29 20:18:00,1
2019-09-29 20:19:00,1
2019-09-29 20:20:00,1
2019-09-29 20:21:00,1
2019-09-29 20:22:00,1
2019-09-29 20:23:00,1
2019-09-29 20:24:00,1
2019-09-29 20:25:00,2
2019-09-29 20:26:00,1
2019-09-29 20:28:00,1
2019-09-29 20:29:00,1
2019-09-29 20:30:00,1
2019-09-29 20:31:00,1
2019-09-29 20:32:00,2
2019-09-29 20:33:00,1
2019-09-29 20:34:00,1
2019-09-29 20:35:00,1
2019-09-29 20:36:00,2
2019-09-29 20:37:00,1
2019-09-29 20:38:00,1
2019-09-29 20:39:00,1
2019-09-29 20:40:00,1
2019-09-29 20:41:00,1
2019-09-29 20:42:00,1
2019-09-29 20:43:00,1
2019-09-29 20:44:00,1
2019-09-29 20:45:00,1
2019-09-29 20:46:00,1
2019-09-29 20:48:00,1
2019-09-29 20:53:00,1
2019-09-29 20:54:00,1
2019-09-29 20:55:00,1
2019-09-29 20:56:00,1
2019-09-29 20:57:00,1
2019-09-29 20:59:00,1
2019-09-29 21:00:00,1
2019-09-29 21:03:00,1
2019-09-29 21:05:00,1
2019-09-29 21:06:00,1
2019-09-29 21:07:00,1
2019-09-29 21:08:00,1
2019-09-29 21:09:00,1
2019-09-29 21:10:00,1
2019-09-29 21:12:00,1
2019-09-29 21:14:00,1
2019-09-29 21:15:00,1
2019-09-29 21:17:00,1
2019-09-29 21:18:00,1
2019-09-29 21:20:00,1
2019-09-29 21:21:00,1
2019-09-29 21:22:00,2
2019-09-29 21:23:00,1
2019-09-29 21:24:00,1
2019-09-29 21:25:00,1
2019-09-29 21:27:00,1
2019-09-29 21:28:00,1
2019-09-29 21:30:00,1
2019-09-29 21:31:00,1
2019-09-29 21:32:00,1
2019-09-29 21:33:00,1
2019-09-29 21:34:00,1
2019-09-29 21:35:00,1
2019-09-29 21:36:00,1
2019-09-29 21:37:00,1
2019-09-29 21:38:00,1
2019-09-29 21:39:00,1
2019-09-29 21:41:00,1
2019-09-29 21:43:00,1
2019-09-29 21:45:00,1
2019-09-29 21:47:00,1
2019-09-29 21:48:00,1
2019-09-29 21:49:00,1
2019-09-29 21:51:00,1
2019-09-29 21:52:00,1
2019-09-29 21:54:00,1
2019-09-29 21:56:00,1
2019-09-29 21:58:00,1
2019-09-29 21:59:00,1
2019-09-29 22:01:00,1
2019-09-29 22:03:00,1
2019-09-29 22:05:00,1
2019-09-29 22:07:00,1
2019-09-29 22:09:00,1
2019-09-29 22:10:00,1
2019-09-29 22:11:00,1
2019-09-29 22:13:00,1
2019-09-29 22:14:00,1
2019-09-29 22:15:00,1
2019-09-29 22:16:00,1
2019-09-29 22:17:00,1
2019-09-29 22:19:00,1
2019-09-29 22:20:00,1
2019-09-29 22:22:00,2
2019-09-29 22:23:00,1
2019-09-29 22:24:00,1
2019-09-29 22:25:00,1
2019-09-29 22:26:00,1
2019-09-29 22:28:00,1
2019-09-29 22:30:00,1
