360,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-09-29 21:33:00,8
2019-09-29 21:34:00,9
2019-09-29 21:35:00,8
2019-09-29 21:36:00,6
2019-09-29 21:37:00,4
2019-09-29 21:38:00,4
2019-09-29 21:39:00,2
2019-09-29 21:40:00,3
2019-09-29 21:41:00,3
2019-09-29 21:42:00,1
2019-09-29 21:43:00,3
2019-09-29 21:44:00,3
2019-09-29 21:45:00,2
2019-09-29 21:46:00,3
2019-09-29 21:47:00,3
2019-09-29 21:48:00,3
2019-09-29 21:49:00,3
2019-09-29 21:50:00,3
2019-09-29 21:51:00,3
2019-09-29 21:52:00,4
2019-09-29 21:53:00,5
2019-09-29 21:54:00,4
2019-09-29 21:55:00,4
2019-09-29 21:56:00,3
2019-09-29 21:57:00,4
2019-09-29 21:58:00,3
2019-09-29 21:59:00,4
2019-09-29 22:00:00,2
2019-09-29 22:27:00,1
2019-09-29 22:28:00,2
2019-09-29 22:29:00,4
2019-09-29 22:30:00,6
2019-09-29 22:31:00,4
2019-09-29 22:32:00,5
2019-09-29 22:33:00,3
2019-09-29 22:34:00,4
2019-09-29 22:35:00,4
2019-09-29 22:36:00,5
2019-09-29 22:37:00,5
2019-09-29 22:38:00,5
2019-09-29 22:39:00,4
2019-09-29 22:40:00,5
2019-09-29 22:41:00,5
2019-09-29 22:42:00,4
2019-09-29 22:43:00,6
2019-09-29 22:44:00,4
2019-09-29 22:45:00,3
2019-09-29 22:46:00,5
2019-09-29 22:47:00,4
2019-09-29 22:48:00,5
2019-09-29 22:49:00,5
2019-09-29 22:50:00,4
2019-09-29 22:51:00,4
2019-09-29 22:52:00,4
2019-09-29 22:53:00,8
2019-09-29 22:54:00,5
2019-09-29 22:55:00,5
2019-09-29 22:56:00,4
2019-09-29 22:57:00,5
2019-09-29 22:58:00,5
2019-09-29 22:59:00,4
2019-09-29 23:00:00,5
2019-09-29 23:01:00,4
2019-09-29 23:02:00,4
2019-09-29 23:03:00,5
2019-09-29 23:04:00,6
2019-09-29 23:05:00,4
2019-09-29 23:06:00,5
2019-09-29 23:07:00,4
2019-09-29 23:08:00,4
2019-09-29 23:09:00,2
2019-09-29 23:10:00,4
2019-09-29 23:11:00,4
2019-09-29 23:12:00,5
2019-09-29 23:13:00,4
2019-09-29 23:14:00,4
2019-09-29 23:15:00,7
2019-09-29 23:16:00,5
2019-09-29 23:17:00,5
2019-09-29 23:18:00,4
2019-09-29 23:19:00,4
2019-09-29 23:20:00,5
2019-09-29 23:21:00,5
2019-09-29 23:22:00,3
2019-09-29 23:23:00,4
2019-09-29 23:24:00,1
