278,select * from Photoz where objid=#
2019-09-29 00:02:00,1
2019-09-29 00:03:00,1
2019-09-29 00:07:00,2
2019-09-29 00:10:00,1
2019-09-29 00:15:00,1
2019-09-29 00:21:00,1
2019-09-29 00:29:00,1
2019-09-29 00:32:00,1
2019-09-29 00:36:00,1
2019-09-29 00:58:00,1
2019-09-29 00:59:00,1
2019-09-29 01:01:00,1
2019-09-29 01:21:00,1
2019-09-29 01:23:00,1
2019-09-29 01:34:00,1
2019-09-29 01:35:00,1
2019-09-29 01:37:00,2
2019-09-29 01:41:00,1
2019-09-29 01:43:00,1
2019-09-29 01:44:00,1
2019-09-29 01:47:00,2
2019-09-29 01:49:00,1
2019-09-29 01:56:00,1
2019-09-29 02:00:00,1
2019-09-29 02:02:00,1
2019-09-29 02:24:00,1
2019-09-29 02:32:00,1
2019-09-29 02:36:00,1
2019-09-29 02:38:00,2
2019-09-29 02:44:00,1
2019-09-29 03:03:00,1
2019-09-29 03:04:00,1
2019-09-29 03:08:00,1
2019-09-29 03:16:00,1
2019-09-29 03:19:00,1
2019-09-29 03:22:00,1
2019-09-29 03:40:00,1
2019-09-29 03:44:00,1
2019-09-29 04:00:00,1
2019-09-29 04:04:00,3
2019-09-29 04:22:00,1
2019-09-29 04:28:00,1
2019-09-29 04:32:00,1
2019-09-29 04:41:00,1
2019-09-29 04:42:00,2
2019-09-29 04:43:00,1
2019-09-29 05:02:00,1
2019-09-29 05:11:00,1
2019-09-29 05:29:00,1
2019-09-29 05:34:00,1
2019-09-29 05:44:00,1
2019-09-29 05:46:00,1
2019-09-29 05:54:00,1
2019-09-29 06:06:00,1
2019-09-29 06:15:00,1
2019-09-29 06:17:00,1
2019-09-29 06:25:00,2
2019-09-29 06:35:00,1
2019-09-29 06:45:00,1
2019-09-29 06:55:00,1
2019-09-29 07:06:00,1
2019-09-29 07:07:00,1
2019-09-29 07:14:00,1
2019-09-29 07:16:00,1
2019-09-29 07:20:00,1
2019-09-29 07:25:00,1
2019-09-29 07:26:00,1
2019-09-29 07:27:00,1
2019-09-29 07:34:00,2
2019-09-29 07:38:00,1
2019-09-29 07:49:00,1
2019-09-29 07:59:00,1
2019-09-29 08:06:00,1
2019-09-29 08:22:00,1
2019-09-29 08:33:00,1
2019-09-29 08:36:00,1
2019-09-29 08:42:00,1
2019-09-29 08:43:00,2
2019-09-29 08:51:00,1
2019-09-29 08:59:00,1
2019-09-29 09:00:00,1
2019-09-29 09:02:00,1
2019-09-29 09:25:00,1
