23,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-09-29 00:00:00,1
2019-09-29 00:02:00,1
2019-09-29 00:06:00,1
2019-09-29 00:07:00,1
2019-09-29 00:09:00,1
2019-09-29 00:12:00,2
2019-09-29 00:15:00,1
2019-09-29 05:02:00,1
2019-09-29 05:03:00,1
2019-09-29 05:05:00,1
2019-09-29 05:06:00,1
2019-09-29 05:09:00,1
2019-09-29 05:10:00,1
2019-09-29 05:17:00,1
2019-09-29 05:19:00,1
2019-09-29 05:20:00,1
2019-09-29 05:21:00,1
2019-09-29 05:23:00,1
2019-09-29 23:47:00,1
2019-09-29 23:52:00,1
2019-09-29 23:56:00,1
2019-09-29 23:58:00,1
