14,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-09-29 03:46:00,1
2019-09-29 03:58:00,1
2019-09-29 07:55:00,1
2019-09-29 08:21:00,1
2019-09-29 15:32:00,1
2019-09-29 15:35:00,1
2019-09-29 15:37:00,1
2019-09-29 18:59:00,1
2019-09-29 21:46:00,1
2019-09-29 21:56:00,1
2019-09-29 22:22:00,1
2019-09-29 22:47:00,1
2019-09-29 22:57:00,1
2019-09-29 23:23:00,1
