2,"SELECT   TOP # mangaid, input_teff, input_logg, input_fe_h, input_alpha_m  FROM MaStar_goodstars  WHERE input_teff BETWEEN # AND #"
2019-02-08 14:17:00,1
2019-02-08 15:08:00,1
