24,select * from galSpecLine where specObjId=#
2019-02-08 01:02:00,1
2019-02-08 01:56:00,1
2019-02-08 05:08:00,1
2019-02-08 05:50:00,1
2019-02-08 06:10:00,1
2019-02-08 08:58:00,1
2019-02-08 09:26:00,1
2019-02-08 10:06:00,1
2019-02-08 10:47:00,1
2019-02-08 11:46:00,1
2019-02-08 12:33:00,1
2019-02-08 13:05:00,1
2019-02-08 14:22:00,1
2019-02-08 14:26:00,1
2019-02-08 15:18:00,1
2019-02-08 15:28:00,1
2019-02-08 16:40:00,1
2019-02-08 17:45:00,1
2019-02-08 18:46:00,1
2019-02-08 19:03:00,1
2019-02-08 19:11:00,1
2019-02-08 19:55:00,1
2019-02-08 21:34:00,1
2019-02-08 22:03:00,1
